hour,src_scion_addr,dst_scion_addr,avg,src_ip_addr,dst_ip_addr
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",166.36333333333332,145.40.89.243,129.132.230.98
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.1.1:30041",170.45777777777775,145.40.89.243,62.40.110.132
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.2.1:30041",154.05944444444444,145.40.89.243,62.40.110.140
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.3.1:30041",162.48277777777776,145.40.89.243,62.40.110.148
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-225,127.0.0.1:30041",232.84027777777777,145.40.89.243,ccc
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",339.52416666666664,145.40.89.243,137.132.22.29
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",403.5305555555556,145.40.89.243,134.75.254.214
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",337.7858333333333,145.40.89.243,134.75.254.68
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",160.8661111111111,145.40.89.243,134.75.253.186
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",249.36694444444444,145.40.89.243,134.75.254.171
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",121.95805555555556,145.40.89.243,141.44.25.151
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:5c,127.0.0.1:30041",296.30472222222227,145.40.89.243,200.129.206.243
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-88,127.0.0.1:30041",225.84027777777777,145.40.89.243,128.112.49.68
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",141.27343532684284,200.129.206.243,129.132.230.98
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.1.1:30041",129.56105702364394,200.129.206.243,62.40.110.132
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.2.1:30041",142.6180806675939,200.129.206.243,62.40.110.140
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.3.1:30041",134.32452725250278,200.129.206.243,62.40.110.148
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-225,127.0.0.1:30041",254.1001390820584,200.129.206.243,ccc
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",310.6239221140473,200.129.206.243,137.132.22.29
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",384.12211404728794,200.129.206.243,134.75.254.214
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",308.7852573018081,200.129.206.243,134.75.254.68
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",141.3229485396384,200.129.206.243,134.75.253.186
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",229.96105702364397,200.129.206.243,134.75.254.171
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:48,127.0.0.1:30041",296.41057023643947,200.129.206.243,145.40.89.243
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",174.72016689847007,200.129.206.243,141.44.25.151
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-88,127.0.0.1:30041",258.09095966620305,200.129.206.243,128.112.49.68
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","64-2:0:9,129.132.230.98:30041",128.43823641201064,10.230.53.144,129.132.230.98
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-20965,10.0.1.1:30041",128.00380083618396,10.230.53.144,62.40.110.132
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-20965,10.0.2.1:30041",111.59331052831622,10.230.53.144,62.40.110.140
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-20965,10.0.3.1:30041",120.00646142151272,10.230.53.144,62.40.110.148
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:18,192.168.1.1:30041",297.5484606613455,10.230.53.144,137.132.22.29
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:3b,10.1.0.1:30041",170.92018244013684,10.230.53.144,134.75.254.214
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:3d,10.0.0.1:30041",295.64348156594446,10.230.53.144,134.75.254.68
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:3e,10.10.0.1:30041",105.01672367920942,10.230.53.144,134.75.253.186
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:3f,10.10.0.1:30041",16.35955910300266,10.230.53.144,134.75.254.171
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:48,127.0.0.1:30041",232.9923983276321,10.230.53.144,145.40.89.243
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:4a,141.44.25.151:30041",111.03648802736602,10.230.53.144,141.44.25.151
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-2:0:5c,127.0.0.1:30041",253.7528517110266,10.230.53.144,200.129.206.243
2025-01-20 03:00:00+00:00,"71-225,10.230.53.144:0","71-88,127.0.0.1:30041",37.02280501710376,10.230.53.144,128.112.49.68
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","64-2:0:9,129.132.230.98:30041",191.65036131183993,10.0.0.1,129.132.230.98
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.1.1:30041",180.0869927737632,10.0.0.1,62.40.110.132
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.2.1:30041",184.16314619232907,10.0.0.1,62.40.110.140
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.3.1:30041",187.70316842690383,10.0.0.1,62.40.110.148
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-225,127.0.0.1:30041",297.2087270705948,10.0.0.1,ccc
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:18,192.168.1.1:30041",2.0311284046692606,10.0.0.1,137.132.22.29
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3b,10.1.0.1:30041",433.3368538076709,10.0.0.1,134.75.254.214
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3e,10.10.0.1:30041",191.26959421901057,10.0.0.1,134.75.253.186
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3f,10.10.0.1:30041",279.05419677598667,10.0.0.1,134.75.254.171
