src_scion_addr,dst_scion_addr,mapped_src_ip,mapped_dst_ip,avg_scion,avg_ip
"71-2:0:3d,10.0.0.1:0","71-2:0:4a,141.44.25.151:30041",10.0.0.1,141.44.25.151,211.41529793222173,380.47111338363743
"71-2:0:3d,10.0.0.1:0","71-2:0:5c,127.0.0.1:30041",10.0.0.1,200.129.206.243,325.50711334250934,416.6641514916698
"71-2:0:3d,10.0.0.1:0","71-88,127.0.0.1:30041",10.0.0.1,128.112.49.68,284.59210123550776,282.26545217489036
"71-2:0:3e,10.10.0.1:0","64-2:0:9,129.132.230.98:30041",134.75.253.186,129.132.230.98,25.19024324018607,19.39204556010107
"71-2:0:3e,10.10.0.1:0","71-20965,10.0.1.1:30041",134.75.253.186,62.40.110.132,12.221872246834847,12.012891931407568
"71-2:0:3e,10.10.0.1:0","71-20965,10.0.2.1:30041",134.75.253.186,62.40.110.140,8.861953678808131,8.370805869951358
"71-2:0:3e,10.10.0.1:0","71-20965,10.0.3.1:30041",134.75.253.186,62.40.110.148,16.126801097378046,15.438875547132836
"71-2:0:3e,10.10.0.1:0","71-225,127.0.0.1:30041",134.75.253.186,ccc,105.7455080556148,
"71-2:0:3e,10.10.0.1:0","71-2:0:18,192.168.1.1:30041",134.75.253.186,137.132.22.29,187.1626936344936,480.2097361820807
"71-2:0:3e,10.10.0.1:0","71-2:0:3b,10.1.0.1:30041",134.75.253.186,134.75.254.214,243.9625674285374,242.59981527098125
"71-2:0:3e,10.10.0.1:0","71-2:0:3d,10.0.0.1:30041",134.75.253.186,134.75.254.68,185.424488110646,354.81518871847726
"71-2:0:3e,10.10.0.1:0","71-2:0:3f,10.10.0.1:30041",134.75.253.186,134.75.254.171,89.7201002771856,88.49368426894284
"71-2:0:3e,10.10.0.1:0","71-2:0:48,127.0.0.1:30041",134.75.253.186,145.40.89.243,109.01972011543381,485.41812650294713
"71-2:0:3e,10.10.0.1:0","71-2:0:4a,141.44.25.151:30041",134.75.253.186,141.44.25.151,42.77159016138699,24.84548755391786
"71-2:0:3e,10.10.0.1:0","71-2:0:5c,127.0.0.1:30041",134.75.253.186,200.129.206.243,142.82581561959051,246.35391197308377
"71-2:0:3e,10.10.0.1:0","71-88,127.0.0.1:30041",134.75.253.186,128.112.49.68,109.6637384901972,108.45961972602589
"71-2:0:3f,10.10.0.1:0","64-2:0:9,129.132.230.98:30041",134.75.254.171,129.132.230.98,113.11926497868436,109.19176830755619
"71-2:0:3f,10.10.0.1:0","71-20965,10.0.1.1:30041",134.75.254.171,62.40.110.132,104.72156375511412,99.93799741931095
"71-2:0:3f,10.10.0.1:0","71-20965,10.0.2.1:30041",134.75.254.171,62.40.110.140,98.88977517846152,97.73423221263569
"71-2:0:3f,10.10.0.1:0","71-20965,10.0.3.1:30041",134.75.254.171,62.40.110.148,105.51998916049261,104.4365617357053
"71-2:0:3f,10.10.0.1:0","71-225,127.0.0.1:30041",134.75.254.171,ccc,17.311244616291706,
"71-2:0:3f,10.10.0.1:0","71-2:0:18,192.168.1.1:30041",134.75.254.171,137.132.22.29,283.62137978393724,391.223383926813
"71-2:0:3f,10.10.0.1:0","71-2:0:3b,10.1.0.1:30041",134.75.254.171,134.75.254.214,154.8809291534569,153.99357111181033
"71-2:0:3f,10.10.0.1:0","71-2:0:3d,10.0.0.1:30041",134.75.254.171,134.75.254.68,281.8432934016314,262.61867582431654
"71-2:0:3f,10.10.0.1:0","71-2:0:3e,10.10.0.1:30041",134.75.254.171,134.75.253.186,91.96344995621321,88.8368897374525
"71-2:0:3f,10.10.0.1:0","71-2:0:48,127.0.0.1:30041",134.75.254.171,145.40.89.243,50.60718256756374,385.39414157785365
"71-2:0:3f,10.10.0.1:0","71-2:0:4a,141.44.25.151:30041",134.75.254.171,141.44.25.151,130.83397876546155,114.65669725589862
"71-2:0:3f,10.10.0.1:0","71-2:0:5c,127.0.0.1:30041",134.75.254.171,200.129.206.243,183.34272327093146,157.78145329540448
"71-2:0:3f,10.10.0.1:0","71-88,127.0.0.1:30041",134.75.254.171,128.112.49.68,21.29218504035127,19.18982268468886
"71-2:0:48,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",145.40.89.243,129.132.230.98,124.83300123629746,93.6396878824938
"71-2:0:48,127.0.0.1:0","71-20965,10.0.1.1:30041",145.40.89.243,62.40.110.132,97.69182533199599,101.92789309003656
"71-2:0:48,127.0.0.1:0","71-20965,10.0.2.1:30041",145.40.89.243,62.40.110.140,102.09718035415061,86.65783237067127
"71-2:0:48,127.0.0.1:0","71-20965,10.0.3.1:30041",145.40.89.243,62.40.110.148,94.75811874133196,94.36801784563644
"71-2:0:48,127.0.0.1:0","71-225,127.0.0.1:30041",145.40.89.243,ccc,30.659821111005645,
"71-2:0:48,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",145.40.89.243,137.132.22.29,276.3249515701537,233.17124624500383
"71-2:0:48,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",145.40.89.243,134.75.254.214,223.30456768845164,232.6281580114134
"71-2:0:48,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",145.40.89.243,134.75.254.68,274.5629649733448,324.5649657646881
"71-2:0:48,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",145.40.89.243,134.75.253.186,110.67880963110557,483.61136003758367
"71-2:0:48,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",145.40.89.243,134.75.254.171,71.96753216479104,383.83432158813207
"71-2:0:48,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",145.40.89.243,141.44.25.151,129.90140529910343,110.57492833803909
"71-2:0:48,127.0.0.1:0","71-2:0:5c,127.0.0.1:30041",145.40.89.243,200.129.206.243,168.95130490442645,135.02894089825463
"71-2:0:48,127.0.0.1:0","71-88,127.0.0.1:30041",145.40.89.243,128.112.49.68,31.800891176907733,6.018949895998391
"71-2:0:4a,141.44.25.151:0","64-2:0:9,129.132.230.98:30041",141.44.25.151,129.132.230.98,58.06174773629887,44.383477445940095
"71-2:0:4a,141.44.25.151:0","71-20965,10.0.1.1:30041",141.44.25.151,62.40.110.132,48.85191813849788,36.705980955174994
"71-2:0:4a,141.44.25.151:0","71-20965,10.0.2.1:30041",141.44.25.151,62.40.110.140,32.35781812546075,32.177876703806945
"71-2:0:4a,141.44.25.151:0","71-20965,10.0.3.1:30041",141.44.25.151,62.40.110.148,41.23421378433451,40.12983115127571
"71-2:0:4a,141.44.25.151:0","71-225,127.0.0.1:30041",141.44.25.151,ccc,140.435874748072,
"71-2:0:4a,141.44.25.151:0","71-2:0:18,192.168.1.1:30041",141.44.25.151,137.132.22.29,213.36137727382635,197.6416725408906
"71-2:0:4a,141.44.25.151:0","71-2:0:3b,10.1.0.1:30041",141.44.25.151,134.75.254.214,295.6660953295755,267.2474028690242
"71-2:0:4a,141.44.25.151:0","71-2:0:3d,10.0.0.1:30041",141.44.25.151,134.75.254.68,211.6233693830979,377.0594225271226
"71-2:0:4a,141.44.25.151:0","71-2:0:3e,10.10.0.1:30041",141.44.25.151,134.75.253.186,41.29477735246015,25.03859625730077
"71-2:0:4a,141.44.25.151:0","71-2:0:3f,10.10.0.1:30041",141.44.25.151,134.75.254.171,141.38430392155064,114.68953224783202
"71-2:0:4a,141.44.25.151:0","71-2:0:48,127.0.0.1:30041",141.44.25.151,145.40.89.243,130.5205066761314,110.48807043542885
"71-2:0:4a,141.44.25.151:0","71-2:0:5c,127.0.0.1:30041",141.44.25.151,200.129.206.243,175.91332002585304,178.4591030867537
"71-2:0:4a,141.44.25.151:0","71-88,127.0.0.1:30041",141.44.25.151,128.112.49.68,143.20668944973062,104.90941787220457
"71-2:0:5c,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",200.129.206.243,129.132.230.98,142.0180723853188,151.21485803052843
"71-2:0:5c,127.0.0.1:0","71-20965,10.0.1.1:30041",200.129.206.243,62.40.110.132,130.1850654077445,142.03165348348614
"71-2:0:5c,127.0.0.1:0","71-20965,10.0.2.1:30041",200.129.206.243,62.40.110.140,143.56105584595286,155.00370078651673
"71-2:0:5c,127.0.0.1:0","71-20965,10.0.3.1:30041",200.129.206.243,62.40.110.148,135.18407935886415,146.79844172256503
"71-2:0:5c,127.0.0.1:0","71-225,127.0.0.1:30041",200.129.206.243,ccc,254.7373899983646,
"71-2:0:5c,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",200.129.206.243,137.132.22.29,305.7623230576884,345.5813895854561
"71-2:0:5c,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",200.129.206.243,134.75.254.214,385.0137157823149,310.7967026677637
"71-2:0:5c,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",200.129.206.243,134.75.254.68,304.1274347908426,412.4836879314482
"71-2:0:5c,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",200.129.206.243,134.75.253.186,149.47943039152605,245.3683483951654
"71-2:0:5c,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",200.129.206.243,134.75.254.171,232.44040909028146,156.8305500162674
"71-2:0:5c,127.0.0.1:0","71-2:0:48,127.0.0.1:30041",200.129.206.243,145.40.89.243,246.59905096630263,134.22218258376103
"71-2:0:5c,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",200.129.206.243,141.44.25.151,175.65332889129903,177.97697806332505
"71-2:0:5c,127.0.0.1:0","71-88,127.0.0.1:30041",200.129.206.243,128.112.49.68,257.7402830090447,157.62860094262598
