"hour","avg_rtt","success_ratio","prcount","src_scion_addr"
"2025-01-22 18:00:00+00","104.3371783496007098","1.00000000000000000000","4508","71-20965,10.0.2.1:0"
"2025-01-22 18:00:00+00","126.4305940594059406","1.00000000000000000000","40400","71-225,10.230.53.144:0"
"2025-01-22 18:00:00+00","288.3667473118279570","1.00000000000000000000","37200","71-2:0:3b,10.1.0.1:0"
"2025-01-22 18:00:00+00","225.7207337349069203","1.00000000000000000000","36689","71-2:0:3d,10.0.0.1:0"
"2025-01-22 18:00:00+00","96.9885844178552694","1.00000000000000000000","40033","71-2:0:3e,10.10.0.1:0"
"2025-01-22 18:00:00+00","146.9214471531633009","1.00000000000000000000","37287","71-2:0:3f,10.10.0.1:0"
"2025-01-22 18:00:00+00","160.7808690047800634","1.00000000000000000000","37238","71-2:0:48,127.0.0.1:0"
"2025-01-22 18:00:00+00","121.8787722255451036","1.00000000000000000000","36782","71-2:0:4a,141.44.25.151:0"
"2025-01-22 18:00:00+00","211.4220930864063433","1.00000000000000000000","36826","71-2:0:5c,127.0.0.1:0"
"2025-01-22 19:00:00+00","106.4896738752520687","1.00000000000000000000","28762","71-20965,10.0.1.1:0"
"2025-01-22 19:00:00+00","128.0668762380501249","1.00000000000000000000","46444","71-225,10.230.53.144:0"
"2025-01-22 19:00:00+00","289.9951762523191095","1.00000000000000000000","43120","71-2:0:3b,10.1.0.1:0"
"2025-01-22 19:00:00+00","222.2346360935759376","1.00000000000000000000","43088","71-2:0:3d,10.0.0.1:0"
"2025-01-22 19:00:00+00","97.5495859141206765","1.00000000000000000000","43107","71-2:0:3e,10.10.0.1:0"
"2025-01-22 19:00:00+00","148.4135601875493245","1.00000000000000000000","43082","71-2:0:3f,10.10.0.1:0"
"2025-01-22 19:00:00+00","162.0286403936313420","1.00000000000000000000","43086","71-2:0:48,127.0.0.1:0"
"2025-01-22 19:00:00+00","122.9424682311473889","1.00000000000000000000","43124","71-2:0:4a,141.44.25.151:0"
"2025-01-22 19:00:00+00","212.5200229771869358","1.00000000000000000000","12186","71-2:0:5c,127.0.0.1:0"
"2025-01-22 20:00:00+00","108.1084010840108401","1.00000000000000000000","28782","71-20965,10.0.1.1:0"
"2025-01-22 20:00:00+00","129.3839420536051340","1.00000000000000000000","42384","71-225,10.230.53.144:0"
"2025-01-22 20:00:00+00","290.9996282095968398","1.00000000000000000000","43035","71-2:0:3b,10.1.0.1:0"
"2025-01-22 20:00:00+00","223.5524331734064428","1.00000000000000000000","40852","71-2:0:3d,10.0.0.1:0"
"2025-01-22 20:00:00+00","98.6127531216386849","1.00000000000000000000","42766","71-2:0:3e,10.10.0.1:0"
"2025-01-22 20:00:00+00","149.3896891408391803","1.00000000000000000000","43042","71-2:0:3f,10.10.0.1:0"
"2025-01-22 20:00:00+00","163.8353271983640082","1.00000000000000000000","39120","71-2:0:48,127.0.0.1:0"
"2025-01-22 20:00:00+00","123.5981808453718566","1.00000000000000000000","22428","71-2:0:4a,141.44.25.151:0"
"2025-01-22 20:00:00+00","231.7436524822695035","1.00000000000000000000","28200","71-2:0:5c,127.0.0.1:0"
"2025-01-22 21:00:00+00","106.9245309242529534","1.00000000000000000000","28780","71-20965,10.0.1.1:0"
"2025-01-22 21:00:00+00","110.1708903605592347","1.00000000000000000000","33975","71-20965,10.0.2.1:0"
"2025-01-22 21:00:00+00","128.8025797826248422","1.00000000000000000000","40391","71-225,10.230.53.144:0"
"2025-01-22 21:00:00+00","290.4019711693455534","1.00000000000000000000","21713","71-2:0:3b,10.1.0.1:0"
"2025-01-22 21:00:00+00","222.6742055207608444","1.00000000000000000000","43110","71-2:0:3d,10.0.0.1:0"
"2025-01-22 21:00:00+00","97.6547070363279680","1.00000000000000000000","42309","71-2:0:3e,10.10.0.1:0"
"2025-01-22 21:00:00+00","149.0293030445594462","1.00000000000000000000","14879","71-2:0:3f,10.10.0.1:0"
"2025-01-22 21:00:00+00","163.1447530698696981","1.00000000000000000000","37298","71-2:0:48,127.0.0.1:0"
"2025-01-22 21:00:00+00","123.2242504872992791","1.00000000000000000000","32321","71-2:0:4a,141.44.25.151:0"
"2025-01-22 21:00:00+00","215.2479733719869007","1.00000000000000000000","37254","71-2:0:5c,127.0.0.1:0"
"2025-01-22 22:00:00+00","106.7578837452140620","1.00000000000000000000","28730","71-20965,10.0.1.1:0"
"2025-01-22 22:00:00+00","109.8259403733630538","1.00000000000000000000","35890","71-20965,10.0.2.1:0"
"2025-01-22 22:00:00+00","121.8986151824522390","1.00000000000000000000","29679","71-225,10.230.53.144:0"
"2025-01-22 22:00:00+00","289.8171124318969787","1.00000000000000000000","32304","71-2:0:3b,10.1.0.1:0"
"2025-01-22 22:00:00+00","222.3827237750892319","1.00000000000000000000","43146","71-2:0:3d,10.0.0.1:0"
"2025-01-22 22:00:00+00","96.3993555316863588","1.00000000000000000000","37240","71-2:0:3e,10.10.0.1:0"
"2025-01-22 22:00:00+00","148.3648652828904631","1.00000000000000000000","32327","71-2:0:3f,10.10.0.1:0"
"2025-01-22 22:00:00+00","157.3103776695117037","1.00000000000000000000","27299","71-2:0:48,127.0.0.1:0"
"2025-01-22 22:00:00+00","123.1463544561793589","1.00000000000000000000","43176","71-2:0:4a,141.44.25.151:0"
"2025-01-22 22:00:00+00","212.4665167184529054","1.00000000000000000000","43126","71-2:0:5c,127.0.0.1:0"
"2025-01-22 23:00:00+00","123.6955503512880562","1.00000000000000000000","854","71-20965,10.0.1.1:0"
"2025-01-22 23:00:00+00","109.8250416898276820","1.00000000000000000000","35980","71-20965,10.0.2.1:0"
"2025-01-22 23:00:00+00","127.1642857142857143","1.00000000000000000000","42700","71-225,10.230.53.144:0"
"2025-01-22 23:00:00+00","286.0216384288343169","1.00000000000000000000","31518","71-2:0:3b,10.1.0.1:0"
"2025-01-22 23:00:00+00","222.3886491252494315","1.00000000000000000000","43098","71-2:0:3d,10.0.0.1:0"
"2025-01-22 23:00:00+00","97.5126630674050560","1.00000000000000000000","43157","71-2:0:3e,10.10.0.1:0"
"2025-01-22 23:00:00+00","146.6298744216787839","1.00000000000000000000","36312","71-2:0:3f,10.10.0.1:0"
"2025-01-22 23:00:00+00","156.4050741273979532","1.00000000000000000000","25699","71-2:0:48,127.0.0.1:0"
"2025-01-22 23:00:00+00","122.9852607184241020","1.00000000000000000000","43150","71-2:0:4a,141.44.25.151:0"
"2025-01-22 23:00:00+00","212.7261559856298528","1.00000000000000000000","43145","71-2:0:5c,127.0.0.1:0"
"2025-01-23 00:00:00+00","109.0105345911949686","1.00000000000000000000","6360","71-20965,10.0.1.1:0"
"2025-01-23 00:00:00+00","110.1389761699524511","1.00000000000000000000","35963","71-20965,10.0.2.1:0"
"2025-01-23 00:00:00+00","127.6008302661987503","1.00000000000000000000","46732","71-225,10.230.53.144:0"
"2025-01-23 00:00:00+00","288.2653756403722876","1.00000000000000000000","37283","71-2:0:3b,10.1.0.1:0"
"2025-01-23 00:00:00+00","222.3265717729970326","1.00000000000000000000","43136","71-2:0:3d,10.0.0.1:0"
"2025-01-23 00:00:00+00","96.1743485115459520","1.00000000000000000000","43132","71-2:0:3e,10.10.0.1:0"
"2025-01-23 00:00:00+00","146.8204038828685902","1.00000000000000000000","37189","71-2:0:3f,10.10.0.1:0"
"2025-01-23 00:00:00+00","153.2278883694028052","1.00000000000000000000","20747","71-2:0:48,127.0.0.1:0"
"2025-01-23 00:00:00+00","118.8400015012760847","1.00000000000000000000","26644","71-2:0:4a,141.44.25.151:0"
"2025-01-23 00:00:00+00","212.5385899427352607","1.00000000000000000000","43133","71-2:0:5c,127.0.0.1:0"
"2025-01-23 01:00:00+00","107.8187216206776109","1.00000000000000000000","28630","71-20965,10.0.1.1:0"
"2025-01-23 01:00:00+00","108.7500262173593876","1.00000000000000000000","28607","71-20965,10.0.2.1:0"
"2025-01-23 01:00:00+00","124.7221583464798524","1.00000000000000000000","37399","71-225,10.230.53.144:0"
"2025-01-23 01:00:00+00","287.2485601256617604","1.00000000000000000000","34378","71-2:0:3b,10.1.0.1:0"
"2025-01-23 01:00:00+00","226.6932072077300293","1.00000000000000000000","34463","71-2:0:3d,10.0.0.1:0"
"2025-01-23 01:00:00+00","94.0451880659391688","1.00000000000000000000","34456","71-2:0:3e,10.10.0.1:0"
"2025-01-23 01:00:00+00","145.9089482858803021","1.00000000000000000000","34420","71-2:0:3f,10.10.0.1:0"
"2025-01-23 01:00:00+00","157.9697658161481999","1.00000000000000000000","28610","71-2:0:48,127.0.0.1:0"
"2025-01-23 01:00:00+00","119.7075352998741787","1.00000000000000000000","28612","71-2:0:4a,141.44.25.151:0"
"2025-01-23 01:00:00+00","210.6374713510690766","1.00000000000000000000","34469","71-2:0:5c,127.0.0.1:0"
"2025-01-23 02:00:00+00","102.1345441067457376","1.00000000000000000000","16188","71-20965,10.0.1.1:0"
"2025-01-23 02:00:00+00","102.3580864197530864","1.00000000000000000000","16200","71-20965,10.0.2.1:0"
"2025-01-23 02:00:00+00","124.6067375319693095","1.00000000000000000000","25024","71-225,10.230.53.144:0"
"2025-01-23 02:00:00+00","288.3026354673185933","1.00000000000000000000","37223","71-2:0:3b,10.1.0.1:0"
"2025-01-23 02:00:00+00","225.0963654909539915","1.00000000000000000000","37254","71-2:0:3d,10.0.0.1:0"
"2025-01-23 02:00:00+00","94.7289855072463768","1.00000000000000000000","37260","71-2:0:3e,10.10.0.1:0"
"2025-01-23 02:00:00+00","146.8400891825825342","1.00000000000000000000","37227","71-2:0:3f,10.10.0.1:0"
"2025-01-23 02:00:00+00","160.8813203946130480","1.00000000000000000000","37201","71-2:0:48,127.0.0.1:0"
"2025-01-23 02:00:00+00","117.2764654418197725","1.00000000000000000000","6858","71-2:0:4a,141.44.25.151:0"
"2025-01-23 02:00:00+00","211.1358647524486784","1.00000000000000000000","37265","71-2:0:5c,127.0.0.1:0"
"2025-01-23 03:00:00+00","107.1648953653993645","1.00000000000000000000","27381","71-20965,10.0.1.1:0"
"2025-01-23 03:00:00+00","102.4717901234567901","1.00000000000000000000","16200","71-20965,10.0.2.1:0"
"2025-01-23 03:00:00+00","127.4200962971454775","1.00000000000000000000","34892","71-225,10.230.53.144:0"
"2025-01-23 03:00:00+00","289.9819562191572820","1.00000000000000000000","39515","71-2:0:3b,10.1.0.1:0"
"2025-01-23 03:00:00+00","222.2889105058365759","1.00000000000000000000","43176","71-2:0:3d,10.0.0.1:0"
"2025-01-23 03:00:00+00","95.7316152634991201","1.00000000000000000000","43188","71-2:0:3e,10.10.0.1:0"
"2025-01-23 03:00:00+00","148.3493406262312559","1.00000000000000000000","43147","71-2:0:3f,10.10.0.1:0"
"2025-01-23 03:00:00+00","162.0968190348214906","1.00000000000000000000","43163","71-2:0:48,127.0.0.1:0"
"2025-01-23 03:00:00+00","122.9861932938856016","1.00000000000000000000","2028","71-2:0:4a,141.44.25.151:0"
"2025-01-23 03:00:00+00","212.1779075696472442","1.00000000000000000000","43146","71-2:0:5c,127.0.0.1:0"
"2025-01-23 04:00:00+00","109.0942745969983324","1.00000000000000000000","35980","71-20965,10.0.1.1:0"
"2025-01-23 04:00:00+00","102.3151750972762646","1.00000000000000000000","16191","71-20965,10.0.2.1:0"
"2025-01-23 04:00:00+00","127.3582759652798563","1.00000000000000000000","46774","71-225,10.230.53.144:0"
"2025-01-23 04:00:00+00","289.9641496282527881","1.00000000000000000000","43040","71-2:0:3b,10.1.0.1:0"
"2025-01-23 04:00:00+00","222.2467102214808637","1.00000000000000000000","43164","71-2:0:3d,10.0.0.1:0"
"2025-01-23 04:00:00+00","95.7247378455672069","1.00000000000000000000","12588","71-2:0:3e,10.10.0.1:0"
"2025-01-23 04:00:00+00","148.3746292863762743","1.00000000000000000000","43160","71-2:0:3f,10.10.0.1:0"
"2025-01-23 04:00:00+00","162.1492727441171021","1.00000000000000000000","43176","71-2:0:48,127.0.0.1:0"
"2025-01-23 04:00:00+00","122.9832390141324180","1.00000000000000000000","32337","71-2:0:4a,141.44.25.151:0"
"2025-01-23 04:00:00+00","212.3054937413073713","1.00000000000000000000","43140","71-2:0:5c,127.0.0.1:0"
"2025-01-23 05:00:00+00","109.3391497638232842","1.00000000000000000000","35990","71-20965,10.0.1.1:0"
"2025-01-23 05:00:00+00","102.4119755298770315","1.00000000000000000000","16183","71-20965,10.0.2.1:0"
"2025-01-23 05:00:00+00","127.4238793195677758","1.00000000000000000000","46735","71-225,10.230.53.144:0"
"2025-01-23 05:00:00+00","289.9447737692770805","1.00000000000000000000","43186","71-2:0:3b,10.1.0.1:0"
"2025-01-23 05:00:00+00","222.3192553487079744","1.00000000000000000000","43188","71-2:0:3d,10.0.0.1:0"
"2025-01-23 05:00:00+00","95.6713941416388580","1.00000000000000000000","32364","71-2:0:3e,10.10.0.1:0"
"2025-01-23 05:00:00+00","148.3596501403614598","1.00000000000000000000","43103","71-2:0:3f,10.10.0.1:0"
"2025-01-23 05:00:00+00","162.3527405998469068","1.00000000000000000000","43111","71-2:0:48,127.0.0.1:0"
"2025-01-23 05:00:00+00","122.9602093755790254","1.00000000000000000000","43176","71-2:0:4a,141.44.25.151:0"
"2025-01-23 05:00:00+00","212.2403273292069453","1.00000000000000000000","43137","71-2:0:5c,127.0.0.1:0"
"2025-01-23 06:00:00+00","109.4166342574587477","1.00000000000000000000","35998","71-20965,10.0.1.1:0"
"2025-01-23 06:00:00+00","102.6812962962962963","1.00000000000000000000","16200","71-20965,10.0.2.1:0"
"2025-01-23 06:00:00+00","127.3663787574293411","1.00000000000000000000","46774","71-225,10.230.53.144:0"
"2025-01-23 06:00:00+00","290.0904245457916203","1.00000000000000000000","43152","71-2:0:3b,10.1.0.1:0"
"2025-01-23 06:00:00+00","222.1736844543264777","1.00000000000000000000","43176","71-2:0:3d,10.0.0.1:0"
"2025-01-23 06:00:00+00","95.7347700150619859","1.00000000000000000000","43155","71-2:0:3e,10.10.0.1:0"
"2025-01-23 06:00:00+00","148.3861060244315153","1.00000000000000000000","43141","71-2:0:3f,10.10.0.1:0"
"2025-01-23 06:00:00+00","162.2767416537312050","1.00000000000000000000","43163","71-2:0:48,127.0.0.1:0"
"2025-01-23 06:00:00+00","122.8440568834537706","1.00000000000000000000","43176","71-2:0:4a,141.44.25.151:0"
"2025-01-23 06:00:00+00","212.1961902113459399","1.00000000000000000000","43152","71-2:0:5c,127.0.0.1:0"
"2025-01-23 07:00:00+00","109.6117287381878822","1.00000000000000000000","35980","71-20965,10.0.1.1:0"
"2025-01-23 07:00:00+00","105.5571732373629969","1.00000000000000000000","6113","71-20965,10.0.2.1:0"
"2025-01-23 07:00:00+00","127.4634235160550950","1.00000000000000000000","46683","71-225,10.230.53.144:0"
"2025-01-23 07:00:00+00","290.0511936992370170","1.00000000000000000000","12189","71-2:0:3b,10.1.0.1:0"
"2025-01-23 07:00:00+00","222.3252652059109649","1.00000000000000000000","43174","71-2:0:3d,10.0.0.1:0"
"2025-01-23 07:00:00+00","95.8164640500173671","1.00000000000000000000","43185","71-2:0:3e,10.10.0.1:0"
"2025-01-23 07:00:00+00","148.4662726008344924","1.00000000000000000000","43140","71-2:0:3f,10.10.0.1:0"
"2025-01-23 07:00:00+00","162.1898478805305630","1.00000000000000000000","43124","71-2:0:48,127.0.0.1:0"
"2025-01-23 07:00:00+00","122.8972546101050194","1.00000000000000000000","24186","71-2:0:4a,141.44.25.151:0"
"2025-01-23 07:00:00+00","212.5185099330072556","1.00000000000000000000","43139","71-2:0:5c,127.0.0.1:0"
"2025-01-23 08:00:00+00","109.5476924786752244","1.00000000000000000000","35991","71-20965,10.0.1.1:0"
"2025-01-23 08:00:00+00","127.6865501789990280","1.00000000000000000000","42179","71-225,10.230.53.144:0"
"2025-01-23 08:00:00+00","290.1644154634373544","1.00000000000000000000","32205","71-2:0:3b,10.1.0.1:0"
"2025-01-23 08:00:00+00","222.4989093609319163","1.00000000000000000000","43094","71-2:0:3d,10.0.0.1:0"
"2025-01-23 08:00:00+00","95.9415378196063887","1.00000000000000000000","43139","71-2:0:3e,10.10.0.1:0"
"2025-01-23 08:00:00+00","148.5697294289490158","1.00000000000000000000","43131","71-2:0:3f,10.10.0.1:0"
"2025-01-23 08:00:00+00","162.3884833738848337","1.00000000000000000000","43155","71-2:0:48,127.0.0.1:0"
"2025-01-23 08:00:00+00","123.3599134600525421","1.00000000000000000000","32355","71-2:0:4a,141.44.25.151:0"
"2025-01-23 08:00:00+00","213.7428186922827045","1.00000000000000000000","43098","71-2:0:5c,127.0.0.1:0"
"2025-01-23 09:00:00+00","110.1709691070672873","1.00000000000000000000","33082","71-20965,10.0.1.1:0"
"2025-01-23 09:00:00+00","127.9428583648767135","1.00000000000000000000","46761","71-225,10.230.53.144:0"
"2025-01-23 09:00:00+00","290.5113802463979954","1.00000000000000000000","43101","71-2:0:3b,10.1.0.1:0"
"2025-01-23 09:00:00+00","222.8575433231396534","1.00000000000000000000","43164","71-2:0:3d,10.0.0.1:0"
"2025-01-23 09:00:00+00","96.6002947066157857","1.00000000000000000000","26467","71-2:0:3e,10.10.0.1:0"
"2025-01-23 09:00:00+00","149.9618264691518802","1.00000000000000000000","12286","71-2:0:3f,10.10.0.1:0"
"2025-01-23 09:00:00+00","162.5602966740062580","1.00000000000000000000","43145","71-2:0:48,127.0.0.1:0"
"2025-01-23 09:00:00+00","123.4737647522548633","1.00000000000000000000","43129","71-2:0:4a,141.44.25.151:0"
"2025-01-23 09:00:00+00","217.4981801321432711","1.00000000000000000000","43135","71-2:0:5c,127.0.0.1:0"
"2025-01-23 10:00:00+00","109.9049260535972423","1.00000000000000000000","35972","71-20965,10.0.1.1:0"
"2025-01-23 10:00:00+00","110.0631007610903909","1.00000000000000000000","32979","71-20965,10.0.2.1:0"
"2025-01-23 10:00:00+00","127.5014237084930099","1.00000000000000000000","46709","71-225,10.230.53.144:0"
"2025-01-23 10:00:00+00","290.0046541783407044","1.00000000000000000000","43187","71-2:0:3b,10.1.0.1:0"
"2025-01-23 10:00:00+00","222.3691654879773692","1.00000000000000000000","43127","71-2:0:3d,10.0.0.1:0"
"2025-01-23 10:00:00+00","95.9016444114737883","1.00000000000000000000","32352","71-2:0:3e,10.10.0.1:0"
"2025-01-23 10:00:00+00","148.6006738377843719","1.00000000000000000000","32352","71-2:0:3f,10.10.0.1:0"
"2025-01-23 10:00:00+00","162.2597152661843814","1.00000000000000000000","43128","71-2:0:48,127.0.0.1:0"
"2025-01-23 10:00:00+00","122.9777000177925390","1.00000000000000000000","16861","71-2:0:4a,141.44.25.151:0"
"2025-01-23 10:00:00+00","212.5996986555401020","1.00000000000000000000","43140","71-2:0:5c,127.0.0.1:0"
"2025-01-23 11:00:00+00","110.0318888888888889","1.00000000000000000000","36000","71-20965,10.0.1.1:0"
"2025-01-23 11:00:00+00","109.9808324667659706","1.00000000000000000000","35581","71-20965,10.0.2.1:0"
"2025-01-23 11:00:00+00","127.4597866141057503","1.00000000000000000000","46676","71-225,10.230.53.144:0"
"2025-01-23 11:00:00+00","290.1003334413930440","1.00000000000000000000","43186","71-2:0:3b,10.1.0.1:0"
"2025-01-23 11:00:00+00","222.6206545151353730","1.00000000000000000000","43177","71-2:0:3d,10.0.0.1:0"
"2025-01-23 11:00:00+00","95.8213912922455986","1.00000000000000000000","43111","71-2:0:3e,10.10.0.1:0"
"2025-01-23 11:00:00+00","148.5468071771778742","1.00000000000000000000","43081","71-2:0:3f,10.10.0.1:0"
"2025-01-23 11:00:00+00","162.2856414534668150","1.00000000000000000000","43152","71-2:0:48,127.0.0.1:0"
"2025-01-23 11:00:00+00","123.0340810777406995","1.00000000000000000000","32364","71-2:0:4a,141.44.25.151:0"
"2025-01-23 11:00:00+00","212.7501215699895797","1.00000000000000000000","43185","71-2:0:5c,127.0.0.1:0"
"2025-01-23 12:00:00+00","109.4982910495456693","1.00000000000000000000","35987","71-20965,10.0.1.1:0"
"2025-01-23 12:00:00+00","110.0976016452213545","1.00000000000000000000","35983","71-20965,10.0.2.1:0"
"2025-01-23 12:00:00+00","127.4775594267570583","1.00000000000000000000","46612","71-225,10.230.53.144:0"
"2025-01-23 12:00:00+00","290.0815634149742064","1.00000000000000000000","43034","71-2:0:3b,10.1.0.1:0"
"2025-01-23 12:00:00+00","222.4392879551950919","1.00000000000000000000","43031","71-2:0:3d,10.0.0.1:0"
"2025-01-23 12:00:00+00","95.8782584516996084","1.00000000000000000000","43157","71-2:0:3e,10.10.0.1:0"
"2025-01-23 12:00:00+00","148.4735159182538579","1.00000000000000000000","43158","71-2:0:3f,10.10.0.1:0"
"2025-01-23 12:00:00+00","162.4100465935696238","1.00000000000000000000","43139","71-2:0:48,127.0.0.1:0"
"2025-01-23 12:00:00+00","123.0280570872526760","1.00000000000000000000","43162","71-2:0:4a,141.44.25.151:0"
"2025-01-23 12:00:00+00","212.9586993301967692","1.00000000000000000000","43147","71-2:0:5c,127.0.0.1:0"
"2025-01-23 13:00:00+00","109.5602146650724356","1.00000000000000000000","35963","71-20965,10.0.1.1:0"
"2025-01-23 13:00:00+00","110.1632086215037636","1.00000000000000000000","36003","71-20965,10.0.2.1:0"
"2025-01-23 13:00:00+00","127.5443743989742494","1.00000000000000000000","46795","71-225,10.230.53.144:0"
"2025-01-23 13:00:00+00","290.1019539427773901","1.00000000000000000000","42990","71-2:0:3b,10.1.0.1:0"
"2025-01-23 13:00:00+00","222.4177086227655830","1.00000000000000000000","43188","71-2:0:3d,10.0.0.1:0"
"2025-01-23 13:00:00+00","95.8462423513414570","1.00000000000000000000","38242","71-2:0:3e,10.10.0.1:0"
"2025-01-23 13:00:00+00","148.4796427328616170","1.00000000000000000000","43105","71-2:0:3f,10.10.0.1:0"
"2025-01-23 13:00:00+00","162.5313021702838063","1.00000000000000000000","43128","71-2:0:48,127.0.0.1:0"
"2025-01-23 13:00:00+00","123.0087109628394032","1.00000000000000000000","43164","71-2:0:4a,141.44.25.151:0"
"2025-01-23 13:00:00+00","212.5343058932499711","1.00000000000000000000","43185","71-2:0:5c,127.0.0.1:0"
"2025-01-23 14:00:00+00","109.7334000111129633","1.00000000000000000000","35994","71-20965,10.0.1.1:0"
"2025-01-23 14:00:00+00","110.2530649690028078","1.00000000000000000000","35971","71-20965,10.0.2.1:0"
"2025-01-23 14:00:00+00","127.8776187113479275","1.00000000000000000000","46731","71-225,10.230.53.144:0"
"2025-01-23 14:00:00+00","290.2243172951885566","1.00000000000000000000","43064","71-2:0:3b,10.1.0.1:0"
"2025-01-23 14:00:00+00","222.5479611019565066","1.00000000000000000000","43087","71-2:0:3d,10.0.0.1:0"
"2025-01-23 14:00:00+00","96.0318648467011193","1.00000000000000000000","43151","71-2:0:3e,10.10.0.1:0"
"2025-01-23 14:00:00+00","148.6427626847319212","1.00000000000000000000","43103","71-2:0:3f,10.10.0.1:0"
"2025-01-23 14:00:00+00","162.7124072356215213","1.00000000000000000000","43120","71-2:0:48,127.0.0.1:0"
"2025-01-23 14:00:00+00","123.1323266764085079","1.00000000000000000000","43113","71-2:0:4a,141.44.25.151:0"
"2025-01-23 14:00:00+00","214.4589665653495441","1.00000000000000000000","43099","71-2:0:5c,127.0.0.1:0"
"2025-01-23 15:00:00+00","109.6696299588843205","1.00000000000000000000","35996","71-20965,10.0.1.1:0"
"2025-01-23 15:00:00+00","110.0385277777777778","1.00000000000000000000","36000","71-20965,10.0.2.1:0"
"2025-01-23 15:00:00+00","127.4931013797240552","1.00000000000000000000","46676","71-225,10.230.53.144:0"
"2025-01-23 15:00:00+00","290.1193524445681418","1.00000000000000000000","43116","71-2:0:3b,10.1.0.1:0"
"2025-01-23 15:00:00+00","222.2598401482682729","1.00000000000000000000","43165","71-2:0:3d,10.0.0.1:0"
"2025-01-23 15:00:00+00","95.8689185432304698","1.00000000000000000000","43164","71-2:0:3e,10.10.0.1:0"
"2025-01-23 15:00:00+00","148.4401050137075415","1.00000000000000000000","43042","71-2:0:3f,10.10.0.1:0"
"2025-01-23 15:00:00+00","162.1847059914672602","1.00000000000000000000","43128","71-2:0:48,127.0.0.1:0"
"2025-01-23 15:00:00+00","123.0359708895378482","1.00000000000000000000","43146","71-2:0:4a,141.44.25.151:0"
"2025-01-23 15:00:00+00","212.3081182521662574","1.00000000000000000000","43162","71-2:0:5c,127.0.0.1:0"
"2025-01-23 16:00:00+00","110.1160024456672781","1.00000000000000000000","35982","71-20965,10.0.1.1:0"
"2025-01-23 16:00:00+00","109.9416912050669482","1.00000000000000000000","35998","71-20965,10.0.2.1:0"
"2025-01-23 16:00:00+00","127.4789560179382190","1.00000000000000000000","35901","71-225,10.230.53.144:0"
"2025-01-23 16:00:00+00","290.0343532684283727","1.00000000000000000000","43140","71-2:0:3b,10.1.0.1:0"
"2025-01-23 16:00:00+00","222.3019108280254777","1.00000000000000000000","43175","71-2:0:3d,10.0.0.1:0"
"2025-01-23 16:00:00+00","95.8565309005024660","1.00000000000000000000","43187","71-2:0:3e,10.10.0.1:0"
"2025-01-23 16:00:00+00","148.3463926602103702","1.00000000000000000000","43162","71-2:0:3f,10.10.0.1:0"
"2025-01-23 16:00:00+00","162.1110879484863225","1.00000000000000000000","43173","71-2:0:48,127.0.0.1:0"
"2025-01-23 16:00:00+00","122.8896467013608301","1.00000000000000000000","30937","71-2:0:4a,141.44.25.151:0"
"2025-01-23 16:00:00+00","212.2752971707950043","1.00000000000000000000","43157","71-2:0:5c,127.0.0.1:0"
"2025-01-23 17:00:00+00","109.1576883499735796","1.00000000000000000000","35957","71-20965,10.0.1.1:0"
"2025-01-23 17:00:00+00","99.5925925925925926","1.00000000000000000000","27","71-20965,10.0.2.1:0"
"2025-01-23 17:00:00+00","127.4625649579778020","1.00000000000000000000","46761","71-225,10.230.53.144:0"
"2025-01-23 17:00:00+00","289.9686537581948468","1.00000000000000000000","32795","71-2:0:3b,10.1.0.1:0"
"2025-01-23 17:00:00+00","222.7043601149105736","1.00000000000000000000","43164","71-2:0:3d,10.0.0.1:0"
"2025-01-23 17:00:00+00","95.8107281823235131","1.00000000000000000000","43176","71-2:0:3e,10.10.0.1:0"
"2025-01-23 17:00:00+00","148.4167256226976653","1.00000000000000000000","40991","71-2:0:3f,10.10.0.1:0"
"2025-01-23 17:00:00+00","162.1131423268762325","1.00000000000000000000","43105","71-2:0:48,127.0.0.1:0"
"2025-01-23 17:00:00+00","122.9963473146571738","1.00000000000000000000","32305","71-2:0:4a,141.44.25.151:0"
"2025-01-23 17:00:00+00","212.6270613303687234","1.00000000000000000000","43176","71-2:0:5c,127.0.0.1:0"
"2025-01-23 18:00:00+00","109.0844237019751646","1.00000000000000000000","35997","71-20965,10.0.1.1:0"
"2025-01-23 18:00:00+00","127.5499112631497724","1.00000000000000000000","38879","71-225,10.230.53.144:0"
"2025-01-23 18:00:00+00","289.9225788484299937","1.00000000000000000000","43089","71-2:0:3b,10.1.0.1:0"
"2025-01-23 18:00:00+00","222.5478359644852447","1.00000000000000000000","43137","71-2:0:3d,10.0.0.1:0"
"2025-01-23 18:00:00+00","95.8893109438332368","1.00000000000000000000","43175","71-2:0:3e,10.10.0.1:0"
"2025-01-23 18:00:00+00","148.3593224722006724","1.00000000000000000000","15468","71-2:0:3f,10.10.0.1:0"
"2025-01-23 18:00:00+00","162.2816640415083851","1.00000000000000000000","43172","71-2:0:48,127.0.0.1:0"
"2025-01-23 18:00:00+00","122.9311570631970260","1.00000000000000000000","43040","71-2:0:4a,141.44.25.151:0"
"2025-01-23 18:00:00+00","212.5696768809976357","1.00000000000000000000","43142","71-2:0:5c,127.0.0.1:0"
"2025-01-23 19:00:00+00","109.0433441693756773","1.00000000000000000000","35991","71-20965,10.0.1.1:0"
"2025-01-23 19:00:00+00","127.5249978561015350","1.00000000000000000000","34983","71-225,10.230.53.144:0"
