hour,src_scion_addr,dst_scion_addr,avg,src_ip_addr
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.2.1:30041",184.25376884422113,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.3.1:30041",187.8031825795645,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-225,127.0.0.1:30041",296.699804523876,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:18,192.168.1.1:30041",2.0463428252372977,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3b,10.1.0.1:30041",433.27310807037134,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3e,10.10.0.1:30041",191.20491345616972,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3f,10.10.0.1:30041",279.06450712091595,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:48,127.0.0.1:30041",337.9623010332309,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:4a,141.44.25.151:30041",216.22305974316023,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:5c,127.0.0.1:30041",321.3956995252723,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-88,127.0.0.1:30041",300.5611731843576,10.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","64-2:0:9,129.132.230.98:30041",19.782475660639776,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-20965,10.0.1.1:30041",12.177746870653683,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-20965,10.0.2.1:30041",7.258136300417246,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-20965,10.0.3.1:30041",15.822531293463143,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-225,127.0.0.1:30041",105.14742698191932,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:18,192.168.1.1:30041",192.77413073713487,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:3b,10.1.0.1:30041",243.02531293463144,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:3d,10.0.0.1:30041",190.95438108484004,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:3f,10.10.0.1:30041",88.9799721835883,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:48,127.0.0.1:30041",161.2511861568518,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:4a,141.44.25.151:30041",39.26564673157162,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-2:0:5c,127.0.0.1:30041",141.43532684283727,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:3e,10.10.0.1:0","71-88,127.0.0.1:30041",109.13546592489568,10.10.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",166.36333333333332,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.1.1:30041",170.45777777777775,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.2.1:30041",154.05944444444444,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.3.1:30041",162.48277777777776,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-225,127.0.0.1:30041",232.84027777777777,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",339.52416666666664,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",403.5305555555556,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",337.7858333333333,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",160.8661111111111,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",249.36694444444444,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",121.95805555555556,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:5c,127.0.0.1:30041",296.30472222222227,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-88,127.0.0.1:30041",225.84027777777777,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",141.27343532684284,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.1.1:30041",129.56105702364394,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.2.1:30041",142.6180806675939,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.3.1:30041",134.32452725250278,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-225,127.0.0.1:30041",254.1001390820584,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",310.6239221140473,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",384.12211404728794,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",308.7852573018081,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",141.3229485396384,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",229.96105702364397,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:48,127.0.0.1:30041",296.41057023643947,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",174.72016689847007,127.0.0.1
2025-01-20 02:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-88,127.0.0.1:30041",258.09095966620305,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","64-2:0:9,129.132.230.98:30041",191.65036131183993,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.1.1:30041",180.0869927737632,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.2.1:30041",184.16314619232907,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-20965,10.0.3.1:30041",187.70316842690383,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-225,127.0.0.1:30041",297.2087270705948,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:18,192.168.1.1:30041",2.0311284046692606,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3b,10.1.0.1:30041",433.3368538076709,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3e,10.10.0.1:30041",191.26959421901057,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:3f,10.10.0.1:30041",279.05419677598667,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:48,127.0.0.1:30041",338.06170094496946,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:4a,141.44.25.151:30041",216.2462479155086,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-2:0:5c,127.0.0.1:30041",321.3657587548638,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:3d,10.0.0.1:0","71-88,127.0.0.1:30041",300.86770428015564,10.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",166.40133593097687,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.1.1:30041",170.36543278597273,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.2.1:30041",154.05537006121313,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-20965,10.0.3.1:30041",162.45631608235948,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-225,127.0.0.1:30041",233.01391594767605,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",339.5327024770387,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",403.8071249652101,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",337.79654884497637,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",160.81018647369885,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",249.43195101586417,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",121.95826377295492,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-2:0:5c,127.0.0.1:30041",296.25827998886723,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:48,127.0.0.1:0","71-88,127.0.0.1:30041",225.81380462009463,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","64-2:0:9,129.132.230.98:30041",141.28026718619537,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.1.1:30041",129.65897079276772,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.2.1:30041",142.64774624373956,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-20965,10.0.3.1:30041",134.3827538247566,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-225,127.0.0.1:30041",254.3159944367177,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:18,192.168.1.1:30041",310.8506258692629,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3b,10.1.0.1:30041",384.3371349095967,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3d,10.0.0.1:30041",309.022815804118,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3e,10.10.0.1:30041",141.5222593210907,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:3f,10.10.0.1:30041",230.1627260083449,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:48,127.0.0.1:30041",296.76599888703396,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-2:0:4a,141.44.25.151:30041",174.8158041179744,127.0.0.1
2025-01-20 03:00:00+00:00,"71-2:0:5c,127.0.0.1:0","71-88,127.0.0.1:30041",258.2481223922114,127.0.0.1
2025-01-20 04:00:00+00:00,"71-2:0:3d,10.0.0.1:0","64-2:0:9,129.132.230.98:30041",191.76916666666665,10.0.0.1
