"minute","avg_rtt","success_ratio","prcount"
"2025-01-20 01:20:00+00","166.7962420272366833","1.00000000000000000000","5801"
"2025-01-20 01:21:00+00","167.3069711948184762","1.00000000000000000000","5867"
"2025-01-20 01:22:00+00","167.1403061224489796","1.00000000000000000000","5880"
"2025-01-20 01:23:00+00","167.1289115646258503","1.00000000000000000000","5880"
"2025-01-20 01:24:00+00","166.5085587127695995","1.00000000000000000000","5842"
"2025-01-20 01:25:00+00","166.8195526940020332","1.00000000000000000000","5902"
"2025-01-20 01:26:00+00","167.1091836734693878","1.00000000000000000000","5880"
"2025-01-20 01:27:00+00","167.0425170068027211","1.00000000000000000000","5880"
"2025-01-20 01:28:00+00","167.0794633642930857","1.00000000000000000000","5814"
"2025-01-20 01:29:00+00","167.0095238095238095","1.00000000000000000000","5880"
"2025-01-20 01:30:00+00","167.1260204081632653","1.00000000000000000000","5880"
"2025-01-20 01:31:00+00","166.9959183673469388","1.00000000000000000000","5880"
"2025-01-20 01:32:00+00","167.1610544217687075","1.00000000000000000000","5880"
"2025-01-20 01:33:00+00","167.1683673469387755","1.00000000000000000000","5880"
"2025-01-20 01:34:00+00","167.2682802113516277","1.00000000000000000000","5867"
"2025-01-20 01:35:00+00","167.2036113499570077","1.00000000000000000000","5815"
"2025-01-20 01:36:00+00","167.1387755102040816","1.00000000000000000000","5880"
"2025-01-20 01:37:00+00","167.1348639455782313","1.00000000000000000000","5880"
"2025-01-20 01:38:00+00","167.1034013605442177","1.00000000000000000000","5880"
"2025-01-20 01:39:00+00","167.0464285714285714","1.00000000000000000000","5880"
"2025-01-20 01:40:00+00","167.2521338340730625","1.00000000000000000000","5858"
"2025-01-20 01:41:00+00","167.0804421768707483","1.00000000000000000000","5880"
"2025-01-20 01:42:00+00","167.0406600884654644","1.00000000000000000000","5878"
"2025-01-20 01:43:00+00","167.0450680272108844","1.00000000000000000000","5880"
"2025-01-20 01:44:00+00","167.1085034013605442","1.00000000000000000000","5880"
"2025-01-20 01:45:00+00","167.1880952380952381","1.00000000000000000000","5880"
"2025-01-20 01:46:00+00","167.0758503401360544","1.00000000000000000000","5880"
"2025-01-20 01:47:00+00","167.2214078745525822","1.00000000000000000000","5867"
"2025-01-20 01:48:00+00","167.0807823129251701","1.00000000000000000000","5880"
"2025-01-20 01:49:00+00","167.0377551020408163","1.00000000000000000000","5880"
"2025-01-20 01:50:00+00","166.9721609234425395","1.00000000000000000000","5891"
"2025-01-20 01:51:00+00","167.0641156462585034","1.00000000000000000000","5880"
"2025-01-20 01:52:00+00","167.0818027210884354","1.00000000000000000000","5880"
"2025-01-20 01:53:00+00","167.0668481034189488","1.00000000000000000000","5879"
"2025-01-20 01:54:00+00","164.5470764882529588","1.00000000000000000000","5661"
"2025-01-20 01:55:00+00","167.0331013410286878","1.00000000000000000000","5891"
"2025-01-20 01:56:00+00","166.9634353741496599","1.00000000000000000000","5880"
"2025-01-20 01:57:00+00","167.0365646258503401","1.00000000000000000000","5880"
"2025-01-20 01:58:00+00","167.0158163265306122","1.00000000000000000000","5880"
"2025-01-20 01:59:00+00","167.1748764274757116","1.00000000000000000000","5867"
"2025-01-20 02:00:00+00","167.1418367346938776","1.00000000000000000000","5880"
"2025-01-20 02:01:00+00","166.9622448979591837","1.00000000000000000000","5880"
"2025-01-20 02:02:00+00","166.9855442176870748","1.00000000000000000000","5880"
"2025-01-20 02:03:00+00","166.9311224489795918","1.00000000000000000000","5880"
"2025-01-20 02:04:00+00","166.9632653061224490","1.00000000000000000000","5880"
"2025-01-20 02:05:00+00","167.2337706593968308","1.00000000000000000000","5869"
"2025-01-20 02:06:00+00","167.0489795918367347","1.00000000000000000000","5880"
"2025-01-20 02:07:00+00","167.0608843537414966","1.00000000000000000000","5880"
"2025-01-20 02:08:00+00","167.0059523809523810","1.00000000000000000000","5880"
"2025-01-20 02:09:00+00","167.0324829931972789","1.00000000000000000000","5880"
"2025-01-20 02:10:00+00","167.1238711875958426","1.00000000000000000000","5869"
"2025-01-20 02:11:00+00","167.0816326530612245","1.00000000000000000000","5880"
"2025-01-20 02:12:00+00","167.1627748423385035","1.00000000000000000000","5867"
"2025-01-20 02:13:00+00","167.0280612244897959","1.00000000000000000000","5880"
"2025-01-20 02:14:00+00","167.0977891156462585","1.00000000000000000000","5880"
"2025-01-20 02:15:00+00","167.2208945032434278","1.00000000000000000000","5858"
"2025-01-20 02:16:00+00","167.0125850340136054","1.00000000000000000000","5880"
"2025-01-20 02:17:00+00","167.0236434767817656","1.00000000000000000000","5879"
"2025-01-20 02:18:00+00","167.0227929920054431","1.00000000000000000000","5879"
"2025-01-20 02:19:00+00","167.0962585034013605","1.00000000000000000000","5880"
"2025-01-20 02:20:00+00","167.4722128092172145","1.00000000000000000000","5902"
"2025-01-20 02:21:00+00","167.0641156462585034","1.00000000000000000000","5880"
"2025-01-20 02:22:00+00","167.0637755102040816","1.00000000000000000000","5880"
"2025-01-20 02:23:00+00","167.0299319727891156","1.00000000000000000000","5880"
"2025-01-20 02:24:00+00","167.2839611385716721","1.00000000000000000000","5867"
"2025-01-20 02:25:00+00","166.5866413531239213","1.00000000000000000000","5794"
"2025-01-20 02:26:00+00","166.9790816326530612","1.00000000000000000000","5880"
"2025-01-20 02:27:00+00","167.0005102040816327","1.00000000000000000000","5880"
"2025-01-20 02:28:00+00","166.9352040816326531","1.00000000000000000000","5880"
"2025-01-20 02:29:00+00","167.4152066678006464","1.00000000000000000000","5879"
"2025-01-20 02:30:00+00","166.8528762939080265","1.00000000000000000000","5893"
"2025-01-20 02:31:00+00","167.0739795918367347","1.00000000000000000000","5880"
"2025-01-20 02:32:00+00","167.0887755102040816","1.00000000000000000000","5880"
"2025-01-20 02:33:00+00","167.0059523809523810","1.00000000000000000000","5880"
"2025-01-20 02:34:00+00","166.9666666666666667","1.00000000000000000000","5880"
"2025-01-20 02:35:00+00","167.0830066473495824","1.00000000000000000000","5867"
"2025-01-20 02:36:00+00","166.9307823129251701","1.00000000000000000000","5880"
"2025-01-20 02:37:00+00","166.9328231292517007","1.00000000000000000000","5880"
"2025-01-20 02:38:00+00","167.0173469387755102","1.00000000000000000000","5880"
"2025-01-20 02:39:00+00","167.0015306122448980","1.00000000000000000000","5880"
"2025-01-20 02:40:00+00","164.2682840446254648","1.00000000000000000000","5647"
"2025-01-20 02:41:00+00","167.0270454158870556","1.00000000000000000000","5879"
"2025-01-20 02:42:00+00","167.0088465464443688","1.00000000000000000000","5878"
"2025-01-20 02:43:00+00","167.0312978397686681","1.00000000000000000000","5879"
"2025-01-20 02:44:00+00","167.0630952380952381","1.00000000000000000000","5880"
"2025-01-20 02:45:00+00","166.7261559460842860","1.00000000000000000000","5861"
"2025-01-20 02:46:00+00","167.1698979591836735","1.00000000000000000000","5880"
"2025-01-20 02:47:00+00","167.3799215953638998","1.00000000000000000000","5867"
"2025-01-20 02:48:00+00","167.1685374149659864","1.00000000000000000000","5880"
"2025-01-20 02:49:00+00","167.1612244897959184","1.00000000000000000000","5880"
"2025-01-20 02:50:00+00","167.3731115260566967","1.00000000000000000000","5891"
"2025-01-20 02:51:00+00","167.1647959183673469","1.00000000000000000000","5880"
"2025-01-20 02:52:00+00","167.2312925170068027","1.00000000000000000000","5880"
"2025-01-20 02:53:00+00","167.2252850093585162","1.00000000000000000000","5877"
"2025-01-20 02:54:00+00","167.3411564625850340","1.00000000000000000000","5880"
"2025-01-20 02:55:00+00","167.4133583233941046","1.00000000000000000000","5869"
"2025-01-20 02:56:00+00","167.2137755102040816","1.00000000000000000000","5880"
"2025-01-20 02:57:00+00","167.2096938775510204","1.00000000000000000000","5880"
"2025-01-20 02:58:00+00","167.2725413328788137","1.00000000000000000000","5867"
"2025-01-20 02:59:00+00","167.1607142857142857","1.00000000000000000000","5880"
"2025-01-20 03:00:00+00","167.4379562043795620","1.00000000000000000000","5891"
"2025-01-20 03:01:00+00","167.1539115646258503","1.00000000000000000000","5880"
"2025-01-20 03:02:00+00","167.1523809523809524","1.00000000000000000000","5880"
"2025-01-20 03:03:00+00","167.1814625850340136","1.00000000000000000000","5880"
"2025-01-20 03:04:00+00","167.2336734693877551","1.00000000000000000000","5880"
"2025-01-20 03:05:00+00","167.9134059203810820","1.00000000000000000000","5878"
"2025-01-20 03:06:00+00","167.2307823129251701","1.00000000000000000000","5880"
"2025-01-20 03:07:00+00","167.2132653061224490","1.00000000000000000000","5880"
"2025-01-20 03:08:00+00","167.2335034013605442","1.00000000000000000000","5880"
"2025-01-20 03:09:00+00","167.2027210884353741","1.00000000000000000000","5880"
"2025-01-20 03:10:00+00","166.8587463305128648","1.00000000000000000000","5791"
"2025-01-20 03:11:00+00","167.3061224489795918","1.00000000000000000000","5880"
"2025-01-20 03:12:00+00","167.2448979591836735","1.00000000000000000000","5880"
"2025-01-20 03:13:00+00","167.2360544217687075","1.00000000000000000000","5880"
"2025-01-20 03:14:00+00","167.3161564625850340","1.00000000000000000000","5880"
"2025-01-20 03:15:00+00","166.1948523060977716","1.00000000000000000000","5789"
"2025-01-20 03:16:00+00","167.2416666666666667","1.00000000000000000000","5880"
"2025-01-20 03:17:00+00","167.2553589656345696","1.00000000000000000000","5878"
"2025-01-20 03:18:00+00","166.8660744789887257","1.00000000000000000000","5854"
"2025-01-20 03:19:00+00","167.1447278911564626","1.00000000000000000000","5880"
"2025-01-20 03:20:00+00","167.5380952380952381","1.00000000000000000000","5880"
"2025-01-20 03:21:00+00","167.1908982444179308","1.00000000000000000000","5867"
"2025-01-20 03:22:00+00","167.0023809523809524","1.00000000000000000000","5880"
"2025-01-20 03:23:00+00","166.9976190476190476","1.00000000000000000000","5880"
"2025-01-20 03:24:00+00","166.9654761904761905","1.00000000000000000000","5880"
"2025-01-20 03:25:00+00","166.9513605442176871","1.00000000000000000000","5880"
"2025-01-20 03:26:00+00","166.9947278911564626","1.00000000000000000000","5880"
"2025-01-20 03:27:00+00","166.9625850340136054","1.00000000000000000000","5880"
"2025-01-20 03:28:00+00","166.9817996257866984","1.00000000000000000000","5879"
"2025-01-20 03:29:00+00","166.9654761904761905","1.00000000000000000000","5880"
"2025-01-20 03:30:00+00","167.0938831146703016","1.00000000000000000000","5869"
"2025-01-20 03:31:00+00","166.9931972789115646","1.00000000000000000000","5880"
"2025-01-20 03:32:00+00","166.9772108843537415","1.00000000000000000000","5880"
"2025-01-20 03:33:00+00","167.0976649054031021","1.00000000000000000000","5867"
"2025-01-20 03:34:00+00","166.9489795918367347","1.00000000000000000000","5880"
"2025-01-20 03:35:00+00","166.8207130730050934","1.00000000000000000000","5890"
"2025-01-20 03:36:00+00","166.9459183673469388","1.00000000000000000000","5880"
"2025-01-20 03:37:00+00","166.9571428571428571","1.00000000000000000000","5880"
"2025-01-20 03:38:00+00","167.0001700680272109","1.00000000000000000000","5880"
"2025-01-20 03:39:00+00","167.1090475379110581","1.00000000000000000000","5869"
"2025-01-20 03:40:00+00","167.1039536468984322","1.00000000000000000000","5868"
"2025-01-20 03:41:00+00","167.0321428571428571","1.00000000000000000000","5880"
"2025-01-20 03:42:00+00","167.0676870748299320","1.00000000000000000000","5880"
"2025-01-20 03:43:00+00","167.3152871768176297","1.00000000000000000000","5763"
"2025-01-20 03:44:00+00","169.2421859642225280","1.00000000000000000000","5087"
"2025-01-20 03:45:00+00","169.2815306520890277","1.00000000000000000000","5122"
"2025-01-20 03:46:00+00","168.9898039215686275","1.00000000000000000000","5100"
"2025-01-20 03:47:00+00","168.9803921568627451","1.00000000000000000000","5100"
"2025-01-20 03:48:00+00","168.9923529411764706","1.00000000000000000000","5100"
"2025-01-20 03:49:00+00","168.9666666666666667","1.00000000000000000000","5100"
"2025-01-20 03:50:00+00","169.1630968756140696","1.00000000000000000000","5089"
"2025-01-20 03:51:00+00","169.3197158081705151","1.00000000000000000000","5067"
"2025-01-20 03:52:00+00","169.0319733228717144","1.00000000000000000000","5098"
"2025-01-20 03:53:00+00","169.1070588235294118","1.00000000000000000000","5100"
"2025-01-20 03:54:00+00","169.5666271253459866","1.00000000000000000000","5058"
"2025-01-20 03:55:00+00","168.9698039215686275","1.00000000000000000000","5100"
"2025-01-20 03:56:00+00","169.0560784313725490","1.00000000000000000000","5100"
"2025-01-20 03:57:00+00","169.0207843137254902","1.00000000000000000000","5100"
"2025-01-20 03:58:00+00","169.0064705882352941","1.00000000000000000000","5100"
"2025-01-20 03:59:00+00","169.0145098039215686","1.00000000000000000000","5100"
"2025-01-20 04:00:00+00","169.3139215686274510","1.00000000000000000000","5100"
"2025-01-20 04:01:00+00","169.0613725490196078","1.00000000000000000000","5100"
"2025-01-20 04:02:00+00","169.0576470588235294","1.00000000000000000000","5100"
"2025-01-20 04:03:00+00","169.0460784313725490","1.00000000000000000000","5100"
"2025-01-20 04:04:00+00","168.9703921568627451","1.00000000000000000000","5100"
"2025-01-20 04:05:00+00","168.9611764705882353","1.00000000000000000000","5100"
"2025-01-20 04:06:00+00","168.9913725490196078","1.00000000000000000000","5100"
"2025-01-20 04:07:00+00","169.0252941176470588","1.00000000000000000000","5100"
"2025-01-20 04:08:00+00","168.9454901960784314","1.00000000000000000000","5100"
"2025-01-20 04:09:00+00","168.9913725490196078","1.00000000000000000000","5100"
"2025-01-20 04:10:00+00","168.9549990217178634","1.00000000000000000000","5111"
"2025-01-20 04:11:00+00","169.0082352941176471","1.00000000000000000000","5100"
"2025-01-20 04:12:00+00","169.0294117647058824","1.00000000000000000000","5100"
"2025-01-20 04:13:00+00","169.0107843137254902","1.00000000000000000000","5100"
"2025-01-20 04:14:00+00","168.9429411764705882","1.00000000000000000000","5100"
"2025-01-20 04:15:00+00","169.6152941176470588","1.00000000000000000000","5100"
"2025-01-20 04:16:00+00","168.9627450980392157","1.00000000000000000000","5100"
"2025-01-20 04:17:00+00","169.0464705882352941","1.00000000000000000000","5100"
"2025-01-20 04:18:00+00","168.9966666666666667","1.00000000000000000000","5100"
"2025-01-20 04:19:00+00","169.0637254901960784","1.00000000000000000000","5100"
"2025-01-20 04:20:00+00","169.0271173118490863","1.00000000000000000000","5089"
"2025-01-20 04:21:00+00","168.9935294117647059","1.00000000000000000000","5100"
"2025-01-20 04:22:00+00","169.0164705882352941","1.00000000000000000000","5100"
"2025-01-20 04:23:00+00","169.0421568627450980","1.00000000000000000000","5100"
"2025-01-20 04:24:00+00","169.0135294117647059","1.00000000000000000000","5100"
"2025-01-20 04:25:00+00","168.8081361236064933","1.00000000000000000000","5113"
"2025-01-20 04:26:00+00","169.0143137254901961","1.00000000000000000000","5100"
"2025-01-20 04:27:00+00","168.9392156862745098","1.00000000000000000000","5100"
"2025-01-20 04:28:00+00","168.4180991898834222","1.00000000000000000000","5061"
"2025-01-20 04:29:00+00","168.9070588235294118","1.00000000000000000000","5100"
"2025-01-20 04:30:00+00","169.1880661677825916","1.00000000000000000000","5078"
"2025-01-20 04:31:00+00","169.0298039215686275","1.00000000000000000000","5100"
"2025-01-20 04:32:00+00","169.0125490196078431","1.00000000000000000000","5100"
"2025-01-20 04:33:00+00","168.9835294117647059","1.00000000000000000000","5100"
"2025-01-20 04:34:00+00","168.9582352941176471","1.00000000000000000000","5100"
"2025-01-20 04:35:00+00","169.0366666666666667","1.00000000000000000000","5100"
"2025-01-20 04:36:00+00","169.0690196078431373","1.00000000000000000000","5100"
"2025-01-20 04:37:00+00","169.0580392156862745","1.00000000000000000000","5100"
"2025-01-20 04:38:00+00","169.1223529411764706","1.00000000000000000000","5100"
"2025-01-20 04:39:00+00","169.1556862745098039","1.00000000000000000000","5100"
"2025-01-20 04:40:00+00","169.2698039215686275","1.00000000000000000000","5100"
"2025-01-20 04:41:00+00","169.1303921568627451","1.00000000000000000000","5100"
"2025-01-20 04:42:00+00","169.1203921568627451","1.00000000000000000000","5100"
"2025-01-20 04:43:00+00","169.1011764705882353","1.00000000000000000000","5100"
"2025-01-20 04:44:00+00","169.0901960784313725","1.00000000000000000000","5100"
"2025-01-20 04:45:00+00","169.0760784313725490","1.00000000000000000000","5100"
"2025-01-20 04:46:00+00","169.0935294117647059","1.00000000000000000000","5100"
"2025-01-20 04:47:00+00","169.0509803921568627","1.00000000000000000000","5100"
"2025-01-20 04:48:00+00","169.0476470588235294","1.00000000000000000000","5100"
"2025-01-20 04:49:00+00","169.0152941176470588","1.00000000000000000000","5100"
"2025-01-20 04:50:00+00","169.1145098039215686","1.00000000000000000000","5100"
"2025-01-20 04:51:00+00","169.0039215686274510","1.00000000000000000000","5100"
"2025-01-20 04:52:00+00","169.0427450980392157","1.00000000000000000000","5100"
"2025-01-20 04:53:00+00","169.0896078431372549","1.00000000000000000000","5100"
"2025-01-20 04:54:00+00","169.0649019607843137","1.00000000000000000000","5100"
"2025-01-20 04:55:00+00","169.2101350029348464","1.00000000000000000000","5111"
"2025-01-20 04:56:00+00","169.1286274509803922","1.00000000000000000000","5100"
"2025-01-20 04:57:00+00","169.1676470588235294","1.00000000000000000000","5100"
"2025-01-20 04:58:00+00","169.1441176470588235","1.00000000000000000000","5100"
"2025-01-20 04:59:00+00","169.0109803921568627","1.00000000000000000000","5100"
"2025-01-20 05:00:00+00","169.0017647058823529","1.00000000000000000000","5100"
"2025-01-20 05:01:00+00","169.0764705882352941","1.00000000000000000000","5100"
"2025-01-20 05:02:00+00","169.0290196078431373","1.00000000000000000000","5100"
"2025-01-20 05:03:00+00","169.0513725490196078","1.00000000000000000000","5100"
"2025-01-20 05:04:00+00","169.1270588235294118","1.00000000000000000000","5100"
"2025-01-20 05:05:00+00","169.1764590292788367","1.00000000000000000000","5089"
"2025-01-20 05:06:00+00","169.0619607843137255","1.00000000000000000000","5100"
"2025-01-20 05:07:00+00","169.0301960784313725","1.00000000000000000000","5100"
"2025-01-20 05:08:00+00","169.0223529411764706","1.00000000000000000000","5100"
"2025-01-20 05:09:00+00","169.0437254901960784","1.00000000000000000000","5100"
"2025-01-20 05:10:00+00","168.9678431372549020","1.00000000000000000000","5100"
"2025-01-20 05:11:00+00","169.1137254901960784","1.00000000000000000000","5100"
"2025-01-20 05:12:00+00","169.0170588235294118","1.00000000000000000000","5100"
"2025-01-20 05:13:00+00","168.9694117647058824","1.00000000000000000000","5100"
"2025-01-20 05:14:00+00","169.0149019607843137","1.00000000000000000000","5100"
"2025-01-20 05:15:00+00","168.9735294117647059","1.00000000000000000000","5100"
"2025-01-20 05:16:00+00","168.9400000000000000","1.00000000000000000000","5100"
"2025-01-20 05:17:00+00","168.9841176470588235","1.00000000000000000000","5100"
"2025-01-20 05:18:00+00","169.0400000000000000","1.00000000000000000000","5100"
"2025-01-20 05:19:00+00","168.2547543581616482","1.00000000000000000000","5048"
"2025-01-20 05:20:00+00","169.2351091016316100","1.00000000000000000000","5087"
"2025-01-20 05:21:00+00","169.0409803921568627","1.00000000000000000000","5100"
"2025-01-20 05:22:00+00","169.0354901960784314","1.00000000000000000000","5100"
"2025-01-20 05:23:00+00","168.9700000000000000","1.00000000000000000000","5100"
"2025-01-20 05:24:00+00","169.0068627450980392","1.00000000000000000000","5100"
"2025-01-20 05:25:00+00","168.8806495793386813","1.00000000000000000000","5111"
"2025-01-20 05:26:00+00","169.0466666666666667","1.00000000000000000000","5100"
"2025-01-20 05:27:00+00","169.0000000000000000","1.00000000000000000000","5100"
"2025-01-20 05:28:00+00","162.0466566329821544","1.00000000000000000000","4651"
"2025-01-20 05:29:00+00","156.2055555555555556","1.00000000000000000000","4320"
"2025-01-20 05:30:00+00","156.2766203703703704","1.00000000000000000000","4320"
"2025-01-20 05:31:00+00","156.0807870370370370","1.00000000000000000000","4320"
"2025-01-20 05:32:00+00","159.5381464413722478","1.00000000000000000000","3906"
"2025-01-20 05:33:00+00","162.1341530054644809","1.00000000000000000000","3660"
"2025-01-20 05:34:00+00","162.1158469945355191","1.00000000000000000000","3660"
"2025-01-20 05:35:00+00","162.0040860800871697","1.00000000000000000000","3671"
"2025-01-20 05:36:00+00","162.0806010928961749","1.00000000000000000000","3660"
"2025-01-20 05:37:00+00","162.0849726775956284","1.00000000000000000000","3660"
"2025-01-20 05:38:00+00","162.0734972677595628","1.00000000000000000000","3660"
"2025-01-20 05:39:00+00","162.1857923497267760","1.00000000000000000000","3660"
"2025-01-20 05:40:00+00","162.1751366120218579","1.00000000000000000000","3660"
"2025-01-20 05:41:00+00","162.1483606557377049","1.00000000000000000000","3660"
"2025-01-20 05:42:00+00","162.1098360655737705","1.00000000000000000000","3660"
"2025-01-20 05:43:00+00","162.1420765027322404","1.00000000000000000000","3660"
"2025-01-20 05:44:00+00","162.1491803278688525","1.00000000000000000000","3660"
"2025-01-20 05:45:00+00","162.3316939890710383","1.00000000000000000000","3660"
"2025-01-20 05:46:00+00","162.1513661202185792","1.00000000000000000000","3660"
"2025-01-20 05:47:00+00","162.1418032786885246","1.00000000000000000000","3660"
"2025-01-20 05:48:00+00","162.1450819672131148","1.00000000000000000000","3660"
"2025-01-20 05:49:00+00","162.1319672131147541","1.00000000000000000000","3660"
"2025-01-20 05:50:00+00","162.1030054644808743","1.00000000000000000000","3660"
"2025-01-20 05:51:00+00","162.1213114754098361","1.00000000000000000000","3660"
"2025-01-20 05:52:00+00","162.1076502732240437","1.00000000000000000000","3660"
"2025-01-20 05:53:00+00","162.1125683060109290","1.00000000000000000000","3660"
"2025-01-20 05:54:00+00","162.1213114754098361","1.00000000000000000000","3660"
"2025-01-20 05:55:00+00","162.6626473006303097","1.00000000000000000000","3649"
