"minute","avg_rtt","prcount"
"2025-01-23 13:40:00+00","165.5577235772357724","2460"
"2025-01-23 13:41:00+00","165.7691995123933360","2461"
"2025-01-23 13:42:00+00","164.3845846645367412","2504"
"2025-01-23 13:43:00+00","165.2984652665589661","2476"
"2025-01-23 13:44:00+00","165.3430775477060495","2463"
"2025-01-23 13:45:00+00","165.4280487804878049","2460"
"2025-01-23 13:46:00+00","164.7627049180327869","2440"
"2025-01-23 13:47:00+00","165.4188311688311688","2464"
"2025-01-23 13:48:00+00","165.4092570036540804","2463"
"2025-01-23 13:49:00+00","165.5103532277710110","2463"
"2025-01-23 13:50:00+00","166.0977777777777778","3150"
"2025-01-23 13:51:00+00","165.6295009475679090","3166"
"2025-01-23 13:52:00+00","166.3411875589066918","3183"
"2025-01-23 13:53:00+00","166.2927135678391960","3184"
"2025-01-23 13:54:00+00","166.4216981132075472","3180"
"2025-01-23 13:55:00+00","165.1106858054226475","3135"
"2025-01-23 13:56:00+00","166.3537543198240653","3183"
"2025-01-23 13:57:00+00","166.1559460307499216","3187"
"2025-01-23 13:58:00+00","166.1479271356783920","3184"
"2025-01-23 13:59:00+00","167.2294471498138069","3491"
"2025-01-23 14:00:00+00","168.4924417115039713","3903"
"2025-01-23 14:01:00+00","168.4197847257816504","3902"
"2025-01-23 14:02:00+00","168.4988470407378939","3903"
"2025-01-23 14:03:00+00","168.4569451563300871","3902"
"2025-01-23 14:04:00+00","169.7827648114901257","3899"
"2025-01-23 14:05:00+00","170.9840903258917116","3897"
"2025-01-23 14:06:00+00","170.6264073694984647","3908"
"2025-01-23 14:07:00+00","170.8580712243306473","3847"
"2025-01-23 14:08:00+00","170.8796201232032854","3896"
"2025-01-23 14:09:00+00","170.7448169951369337","3907"
"2025-01-23 14:10:00+00","170.7196620583717358","3906"
"2025-01-23 14:11:00+00","170.7932359723289777","3903"
"2025-01-23 14:12:00+00","170.6938461538461538","3900"
"2025-01-23 14:13:00+00","170.7867760123013839","3902"
"2025-01-23 14:14:00+00","171.0348539210661199","3902"
"2025-01-23 14:15:00+00","178.5181327160493827","5184"
"2025-01-23 14:16:00+00","170.3002754820936639","3993"
"2025-01-23 14:17:00+00","169.7510894642399385","3901"
"2025-01-23 14:18:00+00","169.1211498973305955","3896"
"2025-01-23 14:19:00+00","169.9147066425432928","3869"
"2025-01-23 14:20:00+00","170.8564036222509702","3865"
"2025-01-23 14:21:00+00","171.0007692307692308","3900"
"2025-01-23 14:22:00+00","170.9623366641045350","3903"
"2025-01-23 14:23:00+00","171.0179441168931043","3901"
"2025-01-23 14:24:00+00","170.8687179487179487","3900"
"2025-01-23 14:25:00+00","170.9633145202668035","3898"
"2025-01-23 14:26:00+00","169.3798668032786885","3904"
"2025-01-23 14:27:00+00","167.8654582588715854","3917"
"2025-01-23 14:28:00+00","168.5179487179487179","3900"
"2025-01-23 14:29:00+00","168.5088484226724801","3899"
"2025-01-23 14:30:00+00","168.5393488849013074","3901"
"2025-01-23 14:31:00+00","168.7050525775839959","3899"
"2025-01-23 14:32:00+00","168.4613018964633521","3902"
"2025-01-23 14:33:00+00","168.4633145202668035","3898"
"2025-01-23 14:34:00+00","168.5798922800718133","3899"
"2025-01-23 14:35:00+00","173.2414475544246537","3537"
"2025-01-23 14:36:00+00","179.8100255427841635","3132"
"2025-01-23 14:37:00+00","168.4935930292157868","3902"
"2025-01-23 14:38:00+00","173.5650589496248660","4665"
"2025-01-23 14:39:00+00","174.2059569074778200","4734"
"2025-01-23 14:40:00+00","181.8694059146820204","3821"
"2025-01-23 14:41:00+00","186.8915435397673688","3181"
"2025-01-23 14:42:00+00","187.1209448818897638","3175"
"2025-01-23 14:43:00+00","186.9779804970116389","3179"
"2025-01-23 14:44:00+00","186.8281152160300564","3194"
"2025-01-23 14:45:00+00","174.5606173761513567","4017"
"2025-01-23 14:46:00+00","173.9185185185185185","3915"
"2025-01-23 14:47:00+00","167.4096916299559471","3178"
"2025-01-23 14:48:00+00","167.0552590266875981","3185"
"2025-01-23 14:49:00+00","167.2681546683432883","3181"
"2025-01-23 14:50:00+00","166.2992471769134253","3188"
"2025-01-23 14:51:00+00","166.3929515418502203","3405"
"2025-01-23 14:52:00+00","168.4627400768245839","3905"
"2025-01-23 14:53:00+00","168.5239436619718310","3905"
"2025-01-23 14:54:00+00","179.3889943074003795","3162"
"2025-01-23 14:55:00+00","181.3217902646194054","3061"
"2025-01-23 14:56:00+00","181.0915075707702436","3038"
"2025-01-23 14:57:00+00","181.1549755301794454","3065"
"2025-01-23 14:58:00+00","181.2105778648383937","3063"
"2025-01-23 14:59:00+00","216.0544181034482759","3712"
"2025-01-23 15:00:00+00","222.5065893516078018","3794"
"2025-01-23 15:01:00+00","221.6713505074160812","3843"
"2025-01-23 15:02:00+00","221.7004164497657470","3842"
"2025-01-23 15:03:00+00","221.8293256664924203","3826"
"2025-01-23 15:04:00+00","221.4869927159209157","3844"
"2025-01-23 15:05:00+00","221.6708300806661462","3843"
"2025-01-23 15:06:00+00","221.7757812500000000","3840"
"2025-01-23 15:07:00+00","215.4657869012707722","4092"
"2025-01-23 15:08:00+00","203.7862481315396114","4683"
"2025-01-23 15:09:00+00","203.8763613068545804","4683"
"2025-01-23 15:10:00+00","203.9224690303289193","4682"
"2025-01-23 15:11:00+00","203.8347918890074707","4685"
"2025-01-23 15:12:00+00","203.9419006479481641","4630"
"2025-01-23 15:13:00+00","203.8577834721332479","4683"
"2025-01-23 15:14:00+00","203.7403456368679326","4687"
"2025-01-23 15:15:00+00","202.4887714663143989","6056"
"2025-01-23 15:16:00+00","203.9918380160100455","6371"
"2025-01-23 15:17:00+00","204.1165201005025126","6368"
"2025-01-23 15:18:00+00","203.9112054062549112","6363"
"2025-01-23 15:19:00+00","204.1457973291437549","6365"
"2025-01-23 15:20:00+00","204.0328461417570328","6363"
"2025-01-23 15:21:00+00","204.2173706691979117","6321"
"2025-01-23 15:22:00+00","203.4899560577526679","6372"
"2025-01-23 15:23:00+00","204.1716016150740242","5944"
"2025-01-23 15:24:00+00","203.6360074242111776","4849"
"2025-01-23 15:25:00+00","204.0260683760683761","4680"
"2025-01-23 15:26:00+00","204.1434364994663821","4685"
"2025-01-23 15:27:00+00","204.8029461998292058","4684"
"2025-01-23 15:28:00+00","204.1338313767342583","4685"
"2025-01-23 15:29:00+00","203.6359106846281602","5419"
"2025-01-23 15:30:00+00","204.4736651583710407","5525"
"2025-01-23 15:31:00+00","204.4447058823529412","5525"
"2025-01-23 15:32:00+00","203.9310282404055033","5524"
"2025-01-23 15:33:00+00","204.4162592793771501","5523"
"2025-01-23 15:34:00+00","204.4574429554509236","5522"
"2025-01-23 15:35:00+00","204.6178920680912713","5522"
"2025-01-23 15:36:00+00","204.4731318979554912","5527"
"2025-01-23 15:37:00+00","204.0237061165399928","5526"
"2025-01-23 15:38:00+00","203.4766473569876901","5524"
"2025-01-23 15:39:00+00","204.0909420289855072","5520"
"2025-01-23 15:40:00+00","203.7603619909502262","5525"
"2025-01-23 15:41:00+00","203.5576329642403340","5509"
"2025-01-23 15:42:00+00","203.3805646036916395","5526"
"2025-01-23 15:43:00+00","203.4738366829621582","5523"
"2025-01-23 15:44:00+00","203.3718320057929037","5524"
"2025-01-23 15:45:00+00","203.2408178035100416","5527"
"2025-01-23 15:46:00+00","203.4400579500181094","5522"
"2025-01-23 15:47:00+00","203.2332187443459381","5527"
"2025-01-23 15:48:00+00","203.4101449275362319","5520"
"2025-01-23 15:49:00+00","203.1400293255131965","5456"
"2025-01-23 15:50:00+00","203.7922171945701357","5525"
"2025-01-23 15:51:00+00","204.1006881564650489","5522"
"2025-01-23 15:52:00+00","204.0164705882352941","5525"
"2025-01-23 15:53:00+00","203.9978280542986425","5525"
"2025-01-23 15:54:00+00","204.0860351385618547","5521"
"2025-01-23 15:55:00+00","203.9942091929062613","5526"
"2025-01-23 15:56:00+00","204.1077313054499366","5523"
"2025-01-23 15:57:00+00","204.0668115154807170","5523"
"2025-01-23 15:58:00+00","203.8468354430379747","5530"
"2025-01-23 15:59:00+00","204.1543198695888426","5521"
"2025-01-23 16:00:00+00","203.9605501266739052","5526"
"2025-01-23 16:01:00+00","212.0319949811794228","4782"
"2025-01-23 16:02:00+00","214.2930997187973178","4623"
"2025-01-23 16:03:00+00","214.0071320510049708","4627"
"2025-01-23 16:04:00+00","214.1426718547341115","4626"
"2025-01-23 16:05:00+00","214.1909189189189189","4625"
"2025-01-23 16:06:00+00","214.2400519031141869","4624"
"2025-01-23 16:07:00+00","214.2030270270270270","4625"
"2025-01-23 16:08:00+00","214.3297987448604198","4621"
"2025-01-23 16:09:00+00","214.8903546712802768","4624"
"2025-01-23 16:10:00+00","214.1935553633217993","4624"
"2025-01-23 16:11:00+00","214.5533937652000884","4523"
"2025-01-23 16:12:00+00","217.3086910439851616","3774"
"2025-01-23 16:13:00+00","217.2308302485457430","3782"
"2025-01-23 16:14:00+00","217.1760042283298097","3784"
"2025-01-23 16:15:00+00","203.3855994751517140","6097"
"2025-01-23 16:16:00+00","206.0224666142969364","6365"
"2025-01-23 16:17:00+00","205.5885005636978579","6209"
"2025-01-23 16:18:00+00","202.4596060003614676","5533"
"2025-01-23 16:19:00+00","202.4466968325791855","5525"
"2025-01-23 16:20:00+00","202.8769230769230769","5525"
"2025-01-23 16:21:00+00","203.4229145728643216","4975"
"2025-01-23 16:22:00+00","203.8374973307708734","4683"
"2025-01-23 16:23:00+00","203.6881536819637140","4685"
"2025-01-23 16:24:00+00","203.6572038420490928","4685"
"2025-01-23 16:25:00+00","203.8504812834224599","4675"
"2025-01-23 16:26:00+00","198.4683098591549296","4544"
"2025-01-23 16:27:00+00","168.5873815165876777","3376"
"2025-01-23 16:28:00+00","168.2717562048382030","3183"
"2025-01-23 16:29:00+00","168.1872447376688658","3183"
"2025-01-23 16:30:00+00","168.2840478273549140","3429"
"2025-01-23 16:31:00+00","168.4937259923175416","3905"
"2025-01-23 16:32:00+00","168.5791901588928754","3902"
"2025-01-23 16:33:00+00","168.6637599384457553","3899"
"2025-01-23 16:34:00+00","168.6282709081580298","3898"
"2025-01-23 16:35:00+00","168.7120512820512821","3900"
"2025-01-23 16:36:00+00","168.4803896436811074","3901"
"2025-01-23 16:37:00+00","168.6129197641630351","3901"
"2025-01-23 16:38:00+00","168.2822023047375160","3905"
"2025-01-23 16:39:00+00","168.3522931078657443","3903"
"2025-01-23 16:40:00+00","167.5585258240332209","3853"
"2025-01-23 16:41:00+00","168.4560369136118944","3901"
"2025-01-23 16:42:00+00","168.4374034003091190","3882"
"2025-01-23 16:43:00+00","181.4007923407065038","3029"
"2025-01-23 16:44:00+00","181.1709233791748527","3054"
"2025-01-23 16:45:00+00","181.0294213795357960","3059"
"2025-01-23 16:46:00+00","181.2165792922673657","3052"
"2025-01-23 16:47:00+00","181.3828048381824126","3059"
"2025-01-23 16:48:00+00","181.3439240091713069","3053"
"2025-01-23 16:49:00+00","181.1009144350097975","3062"
"2025-01-23 16:50:00+00","182.2865573770491803","3050"
"2025-01-23 16:51:00+00","182.4487725040916530","3055"
"2025-01-23 16:52:00+00","182.3669394435351882","3055"
"2025-01-23 16:53:00+00","182.4229378902398948","3043"
"2025-01-23 16:54:00+00","182.2954098360655738","3050"
"2025-01-23 16:55:00+00","182.2612818835840419","3058"
"2025-01-23 16:56:00+00","182.3525557011795544","3052"
"2025-01-23 16:57:00+00","182.3071895424836601","3060"
"2025-01-23 16:58:00+00","182.2797385620915033","3060"
"2025-01-23 16:59:00+00","182.3266841072596468","3058"
"2025-01-23 17:00:00+00","177.4891420434318263","2809"
"2025-01-23 17:01:00+00","165.9403945111492281","2332"
"2025-01-23 17:02:00+00","166.0222698072805139","2335"
"2025-01-23 17:03:00+00","165.8016281062553556","2334"
"2025-01-23 17:04:00+00","166.1546700942587832","2334"
"2025-01-23 17:05:00+00","165.9751818570817287","2337"
"2025-01-23 17:06:00+00","166.1887842465753425","2336"
"2025-01-23 17:07:00+00","174.2296200064956155","3079"
"2025-01-23 17:08:00+00","175.9618416903185115","3171"
"2025-01-23 17:09:00+00","175.4043560606060606","3168"
"2025-01-23 17:10:00+00","175.4971608832807571","3170"
"2025-01-23 17:11:00+00","175.2321541377132028","3166"
"2025-01-23 17:12:00+00","176.1446997178557033","2481"
"2025-01-23 17:13:00+00","176.4757834757834758","2457"
"2025-01-23 17:14:00+00","176.3942973523421589","2455"
"2025-01-23 17:15:00+00","204.2989966555183946","5980"
"2025-01-23 17:16:00+00","206.3233862101460657","6367"
"2025-01-23 17:17:00+00","206.5470837918566263","6361"
"2025-01-23 17:18:00+00","205.5948153967007070","6365"
"2025-01-23 17:19:00+00","205.6975755667506297","6352"
"2025-01-23 17:20:00+00","207.2508180628272251","6112"
"2025-01-23 17:21:00+00","216.4597534445250181","5516"
"2025-01-23 17:22:00+00","216.3638344226579521","5508"
"2025-01-23 17:23:00+00","216.3883354464770875","5521"
"2025-01-23 17:24:00+00","215.9884099963781239","5522"
"2025-01-23 17:25:00+00","216.6537205081669691","5510"
"2025-01-23 17:26:00+00","217.0262525050100200","4990"
"2025-01-23 17:27:00+00","217.4261278597391490","4677"
"2025-01-23 17:28:00+00","217.2827202737382378","4676"
"2025-01-23 17:29:00+00","217.2767322497861420","4676"
"2025-01-23 17:30:00+00","217.0395383628980551","4679"
"2025-01-23 17:31:00+00","217.3351177730192719","4670"
"2025-01-23 17:32:00+00","217.1281777397991882","4681"
"2025-01-23 17:33:00+00","216.9916577540106952","4675"
"2025-01-23 17:34:00+00","217.9555555555555556","4680"
"2025-01-23 17:35:00+00","217.6883398352839185","4614"
"2025-01-23 17:36:00+00","221.6434148880791255","3842"
"2025-01-23 17:37:00+00","218.0526315789473684","4579"
"2025-01-23 17:38:00+00","217.9722103463018384","4678"
"2025-01-23 17:39:00+00","217.9104700854700855","4680"
"2025-01-23 17:40:00+00","217.7986304301305371","4673"
"2025-01-23 17:41:00+00","202.7856242118537201","5551"
"2025-01-23 17:42:00+00","190.6263943440691280","6365"
"2025-01-23 17:43:00+00","190.7446139330083346","6359"
"2025-01-23 17:44:00+00","190.3874469089193016","6357"
"2025-01-23 17:45:00+00","191.2506700299542803","6343"
"2025-01-23 17:46:00+00","190.5583189044545884","6353"
"2025-01-23 17:47:00+00","190.7121521773306084","6361"
"2025-01-23 17:48:00+00","196.5091154625253207","5924"
"2025-01-23 17:49:00+00","203.6031198984219118","5513"
"2025-01-23 17:50:00+00","203.9838884866039102","5524"
"2025-01-23 17:51:00+00","204.0751131221719457","5525"
"2025-01-23 17:52:00+00","204.1468936786813983","5521"
"2025-01-23 17:53:00+00","204.2776065276518586","5515"
"2025-01-23 17:54:00+00","204.3099510603588907","5517"
"2025-01-23 17:55:00+00","204.1904330494654829","5519"
"2025-01-23 17:56:00+00","204.2442028985507246","5520"
"2025-01-23 17:57:00+00","204.2240942028985507","5520"
"2025-01-23 17:58:00+00","204.4554058973425555","5494"
"2025-01-23 17:59:00+00","204.2267199128698493","5509"
"2025-01-23 18:00:00+00","204.3248142106217147","5517"
"2025-01-23 18:01:00+00","204.0938405797101449","5520"
"2025-01-23 18:02:00+00","204.0835599057458764","5517"
"2025-01-23 18:03:00+00","204.6895035720827990","5459"
"2025-01-23 18:04:00+00","203.9923844061650045","5515"
"2025-01-23 18:05:00+00","203.9688179840464104","5516"
"2025-01-23 18:06:00+00","204.1809454808911429","5521"
"2025-01-23 18:07:00+00","204.2893879029337197","5522"
"2025-01-23 18:08:00+00","204.2274126380590259","5523"
"2025-01-23 18:09:00+00","204.2047429398986242","5524"
"2025-01-23 18:10:00+00","204.1801230992034757","5524"
"2025-01-23 18:11:00+00","204.0862879884225760","5528"
"2025-01-23 18:12:00+00","204.1981900452488688","5525"
"2025-01-23 18:13:00+00","204.0475759768451520","5528"
"2025-01-23 18:14:00+00","204.1000723850886717","5526"
"2025-01-23 18:15:00+00","204.2222782258064516","5952"
"2025-01-23 18:16:00+00","203.0229822656532754","5526"
"2025-01-23 18:17:00+00","203.3512044919398660","5521"
"2025-01-23 18:18:00+00","202.4236060825488776","5524"
"2025-01-23 18:19:00+00","202.5287939152480985","5522"
"2025-01-23 18:20:00+00","202.1437873033098209","5529"
"2025-01-23 18:21:00+00","204.8388469723350745","5169"
"2025-01-23 18:22:00+00","207.5586825099020221","4797"
"2025-01-23 18:23:00+00","207.8499676654451390","4639"
"2025-01-23 18:24:00+00","210.3250000000000000","3960"
"2025-01-23 18:25:00+00","210.2992424242424242","3960"
"2025-01-23 18:26:00+00","210.4773932811315989","3959"
"2025-01-23 18:27:00+00","210.3974229408792319","3958"
"2025-01-23 18:28:00+00","210.4190860893713709","3961"
"2025-01-23 18:29:00+00","223.4960698689956332","3435"
"2025-01-23 18:30:00+00","247.2609213661636219","2518"
"2025-01-23 18:31:00+00","220.6358123204596234","3133"
"2025-01-23 18:32:00+00","217.2837754472547810","3242"
"2025-01-23 18:33:00+00","217.3122493057698241","3241"
"2025-01-23 18:34:00+00","217.3957433682911783","3242"
"2025-01-23 18:35:00+00","217.5191239975323874","3242"
"2025-01-23 18:36:00+00","217.6673872760963558","3238"
"2025-01-23 18:37:00+00","217.6085211485026243","3239"
"2025-01-23 18:38:00+00","217.1544389642416769","3244"
"2025-01-23 18:39:00+00","217.2251696483652067","3242"
"2025-01-23 18:40:00+00","217.4946004319654428","3241"
"2025-01-23 18:41:00+00","217.4271604938271605","3240"
"2025-01-23 18:42:00+00","217.0865947611710324","3245"
"2025-01-23 18:43:00+00","217.2741684799502642","3217"
"2025-01-23 18:44:00+00","217.2752236963900031","3241"
"2025-01-23 18:45:00+00","217.9678814082767140","3238"
"2025-01-23 18:46:00+00","217.6667695155816106","3241"
"2025-01-23 18:47:00+00","217.5821494749845584","3238"
"2025-01-23 18:48:00+00","217.5742054921320580","3241"
"2025-01-23 18:49:00+00","217.0642371834465720","3238"
"2025-01-23 18:50:00+00","241.4572271386430678","2373"
"2025-01-23 18:51:00+00","242.7555555555555556","2340"
"2025-01-23 18:52:00+00","242.6985891406584010","2339"
"2025-01-23 18:53:00+00","242.8116189662537377","2341"
"2025-01-23 18:54:00+00","242.1921602045164039","2347"
"2025-01-23 18:55:00+00","242.6819153484395041","2339"
"2025-01-23 18:56:00+00","242.3708920187793427","2343"
"2025-01-23 18:57:00+00","242.5685019206145967","2343"
"2025-01-23 18:58:00+00","242.6929974380871050","2342"
"2025-01-23 18:59:00+00","242.6024765157984629","2342"
"2025-01-23 19:00:00+00","242.6258009397693293","2341"
"2025-01-23 19:01:00+00","242.4976525821596244","2343"
"2025-01-23 19:02:00+00","242.6789069171648164","2342"
"2025-01-23 19:03:00+00","243.7729406743491251","2343"
"2025-01-23 19:04:00+00","256.4501653282947567","2117"
"2025-01-23 19:05:00+00","280.4282776349614396","1945"
"2025-01-23 19:06:00+00","277.2624487404803749","1707"
"2025-01-23 19:07:00+00","279.0462287104622871","1644"
"2025-01-23 19:08:00+00","267.0900495272399820","2221"
"2025-01-23 19:09:00+00","267.4198198198198198","2220"
"2025-01-23 19:10:00+00","267.4369369369369369","2220"
"2025-01-23 19:11:00+00","267.0049527239981990","2221"
"2025-01-23 19:12:00+00","267.3279279279279279","2220"
"2025-01-23 19:13:00+00","266.9631129104813315","2223"
"2025-01-23 19:14:00+00","267.3301801801801802","2220"
"2025-01-23 19:15:00+00","205.4788997095506578","5853"
"2025-01-23 19:16:00+00","203.8054234062797336","6306"
"2025-01-23 19:17:00+00","204.4445681565134404","6287"
"2025-01-23 19:18:00+00","204.3051830373323668","5518"
"2025-01-23 19:19:00+00","204.1635607020083228","5527"
"2025-01-23 19:20:00+00","203.9819135467534816","5529"
"2025-01-23 19:21:00+00","204.2013763129300978","5522"
"2025-01-23 19:22:00+00","203.7478276611151340","5524"
"2025-01-23 19:23:00+00","213.3847268211920530","4832"
"2025-01-23 19:24:00+00","222.7167404321791200","3841"
"2025-01-23 19:25:00+00","222.3719781648037432","3847"
"2025-01-23 19:26:00+00","222.5990111891751236","3843"
"2025-01-23 19:27:00+00","222.5870413739266198","3843"
"2025-01-23 19:28:00+00","222.4350767629456154","3843"
"2025-01-23 19:29:00+00","222.7872395833333333","3840"
"2025-01-23 19:30:00+00","222.4045418537100607","3787"
"2025-01-23 19:31:00+00","222.6663196251952108","3842"
"2025-01-23 19:32:00+00","225.3491758241758242","3640"
"2025-01-23 19:33:00+00","234.6242793081358104","3122"
"2025-01-23 19:34:00+00","234.7042614546619673","3121"
"2025-01-23 19:35:00+00","234.7685897435897436","3120"
"2025-01-23 19:36:00+00","234.6262011531069827","3122"
"2025-01-23 19:37:00+00","234.6965716116629285","3121"
"2025-01-23 19:38:00+00","234.5510726865193724","3123"
"2025-01-23 19:39:00+00","234.7033002242870875","3121"
"2025-01-23 19:40:00+00","234.5504322766570605","3123"
"2025-01-23 19:41:00+00","234.4251689732861281","3107"
"2025-01-23 19:42:00+00","234.7971153846153846","3120"
"2025-01-23 19:43:00+00","234.7814102564102564","3120"
"2025-01-23 19:44:00+00","234.7106696571611663","3121"
"2025-01-23 19:45:00+00","234.5333119795003203","3122"
"2025-01-23 19:46:00+00","233.6638897789170138","3121"
"2025-01-23 19:47:00+00","233.6337620578778135","3110"
"2025-01-23 19:48:00+00","233.5672025723472669","3110"
"2025-01-23 19:49:00+00","233.9942363112391931","3123"
"2025-01-23 19:50:00+00","233.7307692307692308","3120"
"2025-01-23 19:51:00+00","233.7262820512820513","3120"
"2025-01-23 19:52:00+00","233.6651714194168536","3121"
"2025-01-23 19:53:00+00","233.7785256410256410","3120"
"2025-01-23 19:54:00+00","233.5001601024655780","3123"
"2025-01-23 19:55:00+00","233.5749519538757207","3122"
"2025-01-23 19:56:00+00","233.7362179487179487","3120"
"2025-01-23 19:57:00+00","233.6552387055430952","3121"
"2025-01-23 19:58:00+00","233.5916079436258808","3122"
"2025-01-23 19:59:00+00","233.7455128205128205","3120"
"2025-01-23 20:00:00+00","233.7371794871794872","3120"
"2025-01-23 20:01:00+00","233.7429487179487179","3120"
"2025-01-23 20:02:00+00","234.1096110575377692","3111"
"2025-01-23 20:03:00+00","234.6032051282051282","3120"
"2025-01-23 20:04:00+00","236.2723112128146453","3059"
"2025-01-23 20:05:00+00","234.5065684075616789","3121"
"2025-01-23 20:06:00+00","234.5027234860621596","3121"
"2025-01-23 20:07:00+00","234.4064702114029468","3122"
"2025-01-23 20:08:00+00","234.4934315924383211","3121"
"2025-01-23 20:09:00+00","234.5762820512820513","3120"
"2025-01-23 20:10:00+00","234.4224855861627162","3122"
"2025-01-23 20:11:00+00","234.5407051282051282","3120"
"2025-01-23 20:12:00+00","234.2576824583866837","3124"
"2025-01-23 20:13:00+00","222.0364836692147325","2878"
"2025-01-23 20:14:00+00","185.7183760683760684","2340"
"2025-01-23 20:15:00+00","204.3149575944487278","5188"
"2025-01-23 20:16:00+00","207.3685258964143426","5522"
"2025-01-23 20:17:00+00","244.7304629902683574","3391"
"2025-01-23 20:18:00+00","237.7184047426569658","3711"
"2025-01-23 20:19:00+00","236.3031183932346723","3784"
"2025-01-23 20:20:00+00","240.7563480741797432","3505"
"2025-01-23 20:21:00+00","249.8597063621533442","3065"
"2025-01-23 20:22:00+00","249.9575718015665796","3064"
"2025-01-23 20:23:00+00","249.8763458401305057","3065"
"2025-01-23 20:24:00+00","216.5016433853738702","2434"
"2025-01-23 20:25:00+00","205.5481611208406305","2284"
"2025-01-23 20:26:00+00","205.5691768826619965","2284"
"2025-01-23 20:27:00+00","205.5748686514886165","2284"
"2025-01-23 20:28:00+00","205.2014860139860140","2288"
"2025-01-23 20:29:00+00","205.4455142231947484","2285"
"2025-01-23 20:30:00+00","205.4560175054704595","2285"
"2025-01-23 20:31:00+00","205.7710526315789474","2280"
"2025-01-23 20:32:00+00","205.6333771353482260","2283"
"2025-01-23 20:33:00+00","205.3075240594925634","2286"
"2025-01-23 20:34:00+00","205.7493426818580193","2282"
"2025-01-23 20:35:00+00","205.4367614879649891","2285"
"2025-01-23 20:36:00+00","205.6282332310390180","2281"
"2025-01-23 20:37:00+00","205.6904866286716352","2281"
"2025-01-23 20:38:00+00","205.5832602979842244","2282"
"2025-01-23 20:39:00+00","205.7261174408413672","2282"
"2025-01-23 20:40:00+00","204.7357651245551601","2248"
"2025-01-23 20:41:00+00","192.4376199616122841","1563"
"2025-01-23 20:42:00+00","182.1091011871113624","1769"
"2025-01-23 20:43:00+00","191.9507772020725389","1544"
"2025-01-23 20:44:00+00","192.8809831824062096","1546"
"2025-01-23 20:45:00+00","192.4203454894433781","1563"
"2025-01-23 20:46:00+00","192.4565217391304348","1564"
"2025-01-23 20:47:00+00","192.4401791426743442","1563"
"2025-01-23 20:48:00+00","192.0759897828863346","1566"
"2025-01-23 20:49:00+00","193.8014955812372536","1471"
"2025-01-23 20:50:00+00","211.8801897983392645","843"
"2025-01-23 20:51:00+00","211.7437722419928826","843"
"2025-01-23 20:52:00+00","212.3971462544589774","841"
"2025-01-23 20:53:00+00","281.9429763560500695","1438"
"2025-01-23 20:54:00+00","293.1475308641975309","1620"
"2025-01-23 20:55:00+00","292.6105976586568084","1623"
"2025-01-23 20:56:00+00","292.7928483353884094","1622"
"2025-01-23 20:57:00+00","292.8051787916152898","1622"
"2025-01-23 20:58:00+00","293.1728395061728395","1620"
"2025-01-23 20:59:00+00","292.8027127003699137","1622"
"2025-01-23 21:00:00+00","293.2259259259259259","1620"
"2025-01-23 21:01:00+00","292.6198398028342575","1623"
"2025-01-23 21:02:00+00","293.1604938271604938","1620"
"2025-01-23 21:03:00+00","292.9833436150524368","1621"
"2025-01-23 21:04:00+00","288.8899637243047158","1654"
"2025-01-23 21:05:00+00","281.1883345045678145","1423"
"2025-01-23 21:06:00+00","212.3797619047619048","840"
"2025-01-23 21:07:00+00","211.5639810426540284","844"
"2025-01-23 21:08:00+00","212.0736342042755344","842"
"2025-01-23 21:09:00+00","232.5720250521920668","958"
"2025-01-23 21:10:00+00","293.1598765432098765","1620"
"2025-01-23 21:11:00+00","293.5954292773316862","1619"
"2025-01-23 21:12:00+00","293.6382716049382716","1620"
"2025-01-23 21:13:00+00","293.6327160493827160","1620"
"2025-01-23 21:14:00+00","293.3109191856878470","1621"
"2025-01-23 21:15:00+00","201.0667790893760540","5930"
"2025-01-23 21:16:00+00","201.1896903976111897","6363"
"2025-01-23 21:17:00+00","200.4718907035175879","6368"
"2025-01-23 21:18:00+00","199.8077044025157233","6360"
"2025-01-23 21:19:00+00","201.6352213053263316","5332"
"2025-01-23 21:20:00+00","203.6353343302713095","4681"
"2025-01-23 21:21:00+00","203.4949818492419389","4683"
"2025-01-23 21:22:00+00","203.3655776211830023","4683"
"2025-01-23 21:23:00+00","203.5673713431560965","4683"
"2025-01-23 21:24:00+00","203.6633917129431867","4682"
"2025-01-23 21:25:00+00","203.3077251387110542","4686"
"2025-01-23 21:26:00+00","205.8882352941176471","4250"
"2025-01-23 21:27:00+00","208.6447201823246391","3949"
"2025-01-23 21:28:00+00","208.4827151148120111","3963"
"2025-01-23 21:29:00+00","208.4911705348133199","3964"
"2025-01-23 21:30:00+00","206.3775630450153193","4243"
"2025-01-23 21:31:00+00","203.6961809259654363","4687"
"2025-01-23 21:32:00+00","203.8383859948761742","4684"
"2025-01-23 21:33:00+00","203.8678197736493701","4683"
"2025-01-23 21:34:00+00","203.6981011307872840","4687"
"2025-01-23 21:35:00+00","203.7487726787620064","4685"
"2025-01-23 21:36:00+00","203.9143345439008759","4681"
"2025-01-23 21:37:00+00","203.7530416221985059","4685"
"2025-01-23 21:38:00+00","203.7879564381806534","4683"
"2025-01-23 21:39:00+00","203.8266068759342302","4683"
"2025-01-23 21:40:00+00","203.7877882152006832","4684"
"2025-01-23 21:41:00+00","203.8313047191970959","4683"
