hour,avg_rtt,success_ratio,prcount,src_scion_addr,src_addr
2025-01-20 15:00:00+00:00,154.67233305535953,1.0,46767,"71-225,10.230.53.144:0",10.230.53.144
2025-01-20 15:00:00+00:00,291.4638972003804,1.0,86226,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-20 15:00:00+00:00,148.47623679822124,1.0,43176,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-20 15:00:00+00:00,180.8813103192279,1.0,43104,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-20 16:00:00+00:00,155.92405963203927,1.0,46418,"71-225,10.230.53.144:0",10.230.53.144
2025-01-20 16:00:00+00:00,294.66767216181455,1.0,85530,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-20 16:00:00+00:00,229.04619896762085,1.0,42620,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-20 16:00:00+00:00,100.38114373315987,1.0,43052,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-20 16:00:00+00:00,153.1162706066451,1.0,27479,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-20 16:00:00+00:00,232.27724456040627,1.0,42926,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-20 16:00:00+00:00,119.5074214303965,1.0,43051,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-20 16:00:00+00:00,220.88274609347707,1.0,42941,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-20 17:00:00+00:00,228.61287105751393,1.0,43120,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-20 17:00:00+00:00,100.48683936384472,1.0,43197,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-20 18:00:00+00:00,153.70575022461813,1.0,46746,"71-225,10.230.53.144:0",10.230.53.144
2025-01-20 18:00:00+00:00,228.63647099687392,1.0,43185,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-20 18:00:00+00:00,100.4275,1.0,43200,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-20 19:00:00+00:00,153.36961077844313,1.0,46760,"71-225,10.230.53.144:0",10.230.53.144
2025-01-20 19:00:00+00:00,228.87895833333332,1.0,43200,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-20 19:00:00+00:00,100.41228781176906,1.0,43181,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-20 19:00:00+00:00,231.18342592592592,1.0,43200,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-20 20:00:00+00:00,153.3092724008208,1.0,46784,"71-225,10.230.53.144:0",10.230.53.144
2025-01-20 20:00:00+00:00,100.35878174503394,1.0,31816,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-20 21:00:00+00:00,153.29302760365115,1.0,18186,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 08:00:00+00:00,153.61889316845733,1.0,39464,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 08:00:00+00:00,228.54386744540372,1.0,15752,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 08:00:00+00:00,100.3252037697402,1.0,15704,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 08:00:00+00:00,153.0490480800258,1.0,15495,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 08:00:00+00:00,231.0331307910148,1.0,36371,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 08:00:00+00:00,119.5530649336344,1.0,36314,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 08:00:00+00:00,219.8129686810763,1.0,36272,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-21 09:00:00+00:00,146.41848470476643,1.0,16868,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 09:00:00+00:00,101.35438821659945,1.0,32724,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 09:00:00+00:00,149.77816796619248,1.0,16801,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 09:00:00+00:00,224.75247628531,1.0,19081,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 09:00:00+00:00,130.34217097532314,1.0,27232,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 10:00:00+00:00,235.9726038150561,1.0,38217,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 10:00:00+00:00,124.6465587706392,1.0,18351,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 10:00:00+00:00,219.29846170111537,1.0,37834,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-21 11:00:00+00:00,195.22622798887855,1.0,43160,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 11:00:00+00:00,120.1245512033541,1.0,43171,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 11:00:00+00:00,223.96935558646268,1.0,43140,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-21 12:00:00+00:00,155.10808614384396,1.0,46759,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 12:00:00+00:00,289.0188015363541,1.0,37231,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 12:00:00+00:00,226.56911528150133,1.0,37300,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 12:00:00+00:00,97.57220613781124,1.0,43175,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 12:00:00+00:00,148.84304835253565,1.0,32201,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 12:00:00+00:00,180.46201079778484,1.0,43157,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 12:00:00+00:00,119.86031540189425,1.0,43183,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 13:00:00+00:00,157.17272983949786,1.0,46043,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 13:00:00+00:00,290.64071522994504,1.0,43119,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 13:00:00+00:00,149.23150059133175,1.0,43123,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 13:00:00+00:00,181.63352106751415,1.0,42791,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 13:00:00+00:00,123.13716978504108,1.0,43078,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 14:00:00+00:00,156.5408900888347,1.0,45928,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 14:00:00+00:00,290.155311133848,1.0,43004,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 14:00:00+00:00,149.00612784921776,1.0,43082,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 14:00:00+00:00,180.901121065716,1.0,42638,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 14:00:00+00:00,123.60371229698376,1.0,43100,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 15:00:00+00:00,157.09547398743015,1.0,45824,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 15:00:00+00:00,287.51641148212127,1.0,42257,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 15:00:00+00:00,221.73408387802095,1.0,42991,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 15:00:00+00:00,148.41190957459165,1.0,43041,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 15:00:00+00:00,178.9386879358194,1.0,42879,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 15:00:00+00:00,123.25347085409663,1.0,43145,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 16:00:00+00:00,157.41317131387652,1.0,46085,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 16:00:00+00:00,289.7804327068632,1.0,42939,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 16:00:00+00:00,222.32923169965807,1.0,42991,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 16:00:00+00:00,97.88910541945064,1.0,43104,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 16:00:00+00:00,148.2186731431382,1.0,32528,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 16:00:00+00:00,181.12547378211835,1.0,43005,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 16:00:00+00:00,123.42779665751128,1.0,42962,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 17:00:00+00:00,147.90425037316172,1.0,40867,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 17:00:00+00:00,284.6004024759916,1.0,39257,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 17:00:00+00:00,219.026571511337,1.0,37973,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 17:00:00+00:00,96.89274543436584,1.0,39644,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 17:00:00+00:00,144.54526940733837,1.0,28971,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 17:00:00+00:00,180.84134615384613,1.0,1040,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 17:00:00+00:00,123.17272657193514,1.0,38917,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 18:00:00+00:00,152.59207315682653,1.0,43851,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 18:00:00+00:00,285.8425593457012,1.0,40104,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 18:00:00+00:00,218.5864209944196,1.0,39782,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 18:00:00+00:00,143.52980166216284,1.0,39226,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 19:00:00+00:00,135.45891352931065,1.0,46536,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 19:00:00+00:00,290.1325727590221,1.0,42950,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 19:00:00+00:00,222.67402699819084,1.0,43114,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 19:00:00+00:00,97.55160791589363,1.0,32340,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 19:00:00+00:00,147.72686171471855,1.0,42246,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 19:00:00+00:00,164.56189630586272,1.0,37167,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 19:00:00+00:00,123.21713940014426,1.0,42977,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 20:00:00+00:00,128.30843988672444,1.0,46612,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 20:00:00+00:00,289.9197839892458,1.0,43146,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 20:00:00+00:00,222.84722547412784,1.0,42710,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 20:00:00+00:00,97.552278322263,1.0,43058,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 20:00:00+00:00,148.5665937848902,1.0,42992,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 20:00:00+00:00,162.11003852044368,1.0,43094,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 20:00:00+00:00,123.35192566158408,1.0,43154,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 21:00:00+00:00,125.3211388665055,1.0,37230,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 21:00:00+00:00,288.44420640588214,1.0,37809,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 21:00:00+00:00,222.6580842090547,1.0,42917,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 21:00:00+00:00,97.47568923538525,1.0,40661,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 21:00:00+00:00,148.5500966307309,1.0,42947,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 21:00:00+00:00,123.1003613474764,1.0,42895,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 21:00:00+00:00,213.7740485185301,1.0,32029,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-21 22:00:00+00:00,121.2929408899558,1.0,28743,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 22:00:00+00:00,284.1455051307992,1.0,27676,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 22:00:00+00:00,147.19632612384518,1.0,37127,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 22:00:00+00:00,156.821168021168,1.0,26455,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 22:00:00+00:00,119.2741776937618,1.0,26450,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 22:00:00+00:00,210.366628830874,1.0,26430,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-21 23:00:00+00:00,126.68481276005548,1.0,40376,"71-225,10.230.53.144:0",10.230.53.144
2025-01-21 23:00:00+00:00,288.3933480081606,1.0,37252,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-21 23:00:00+00:00,225.51826287801472,1.0,37234,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-21 23:00:00+00:00,96.56054352487136,1.0,37312,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-21 23:00:00+00:00,148.73268749420598,1.0,43148,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-21 23:00:00+00:00,160.95929669856972,1.0,37196,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-21 23:00:00+00:00,122.20219238294337,1.0,37311,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-21 23:00:00+00:00,213.1421448389561,1.0,24869,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 00:00:00+00:00,128.21044546851,1.0,23436,"71-225,10.230.53.144:0",10.230.53.144
2025-01-22 00:00:00+00:00,289.16622924222173,1.0,41912,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 00:00:00+00:00,221.7426781784324,1.0,41349,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 00:00:00+00:00,148.05145466528575,1.0,42484,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 00:00:00+00:00,161.98392801561923,1.0,35341,"71-2:0:48,127.0.0.1:0",145.40.89.243
2025-01-22 00:00:00+00:00,123.12770956940608,1.0,17023,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 01:00:00+00:00,284.1821570665615,1.0,27899,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 01:00:00+00:00,219.54621625921408,1.0,37714,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 01:00:00+00:00,96.94547798392396,1.0,39562,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 01:00:00+00:00,144.61701212259257,1.0,39513,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 01:00:00+00:00,213.84128999492128,1.0,39380,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 02:00:00+00:00,282.3265024969864,1.0,29035,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 02:00:00+00:00,219.61793934400905,1.0,38842,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 02:00:00+00:00,96.00764393087229,1.0,39116,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 02:00:00+00:00,143.68148003768312,1.0,30783,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 02:00:00+00:00,123.02303571428573,1.0,78400,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 03:00:00+00:00,283.527366239349,1.0,39081,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 03:00:00+00:00,218.9935487135376,1.0,39527,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 03:00:00+00:00,96.79404976285286,1.0,39427,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 03:00:00+00:00,144.26665699361578,1.0,34460,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 03:00:00+00:00,122.82138595686094,1.0,65370,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 03:00:00+00:00,213.91458660321,1.0,39502,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 04:00:00+00:00,283.6900303192438,1.0,11214,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 04:00:00+00:00,213.9406389816624,1.0,31738,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 05:00:00+00:00,282.8115117510888,1.0,25487,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 05:00:00+00:00,97.04731454568432,1.0,39565,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 05:00:00+00:00,213.00511998199568,1.0,35547,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 06:00:00+00:00,282.7861261473288,1.0,33992,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 06:00:00+00:00,144.53775697130064,1.0,29478,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 06:00:00+00:00,123.59705807760588,1.0,78860,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 06:00:00+00:00,212.8590515342828,1.0,34055,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 07:00:00+00:00,284.68474550364294,1.0,39254,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 07:00:00+00:00,219.19803563270895,1.0,39402,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 07:00:00+00:00,96.95750328647992,1.0,39556,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 07:00:00+00:00,144.57986278133623,1.0,39499,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 07:00:00+00:00,213.9692249240121,1.0,39480,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 08:00:00+00:00,284.95818665315943,1.0,39485,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 08:00:00+00:00,219.31566831933625,1.0,39532,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 08:00:00+00:00,97.09445569620253,1.0,39500,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 08:00:00+00:00,123.88677588245228,1.0,59210,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 08:00:00+00:00,216.4654021244309,1.0,39540,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 09:00:00+00:00,284.6328556362057,1.0,32238,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 09:00:00+00:00,218.9067061293668,1.0,39531,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 09:00:00+00:00,96.8387308810517,1.0,39555,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 09:00:00+00:00,144.55464591676383,1.0,39454,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 09:00:00+00:00,123.514147538617,1.0,27708,"71-2:0:4a,141.44.25.151:0",141.44.25.151
2025-01-22 09:00:00+00:00,213.60526049570052,1.0,39540,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 10:00:00+00:00,284.3839312861052,1.0,39468,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 10:00:00+00:00,218.90123456790124,1.0,39042,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 10:00:00+00:00,96.67328437579134,1.0,39490,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 10:00:00+00:00,145.88811669654478,1.0,40721,"71-2:0:3f,10.10.0.1:0",134.75.254.171
2025-01-22 10:00:00+00:00,213.19210720370228,1.0,39327,"71-2:0:5c,127.0.0.1:0",200.129.206.243
2025-01-22 11:00:00+00:00,290.00335229821286,1.0,42359,"71-2:0:3b,10.1.0.1:0",10.1.0.1
2025-01-22 11:00:00+00:00,222.13511976686328,1.0,42207,"71-2:0:3d,10.0.0.1:0",10.0.0.1
2025-01-22 11:00:00+00:00,97.41994265538733,1.0,42201,"71-2:0:3e,10.10.0.1:0",134.75.253.186
2025-01-22 11:00:00+00:00,148.6850991685633,1.0,43058,"71-2:0:3f,10.10.0.1:0",134.75.254.171
